Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1519596000.0 1.0 98 96 173 NA NA NA NA 194 360 289 NA NA NA NA 2347 916 2922 NA NA NA NA 1804 1436 4399 NA NA NA NA
1519596000.0 10.0 NA 125 282 0 NA NA NA NA 369 418 0 NA NA NA NA 3328 6405 1598 NA NA NA NA 3973 6410 2295 NA NA NA
1519596000.0 1000.0 NA 269 155 0 47 NA NA NA 377 262 0 100 NA NA NA 4591 2998 1072 994 NA NA NA 4241 5094 1235 2942 NA NA
1519596000.0 10001.0 NA 110 308 71 0 NA NA NA 379 444 123 0 NA NA NA 1284 5906 2038 3805 NA NA NA 1592 8367 2861 5293 NA NA
1519596000.0 10002.0 NA 120 310 69 0 NA NA NA 389 448 123 0 NA NA NA 1233 5920 2052 3791 NA NA NA 1603 7905 3054 5317 NA NA
1519596000.0 10003.0 NA 123 313 68 0 NA NA NA 379 441 123 0 NA NA NA 1283 5971 2068 3750 NA NA NA 1542 7908 3388 5236 NA NA
1519596000.0 10004.0 NA 111 307 65 0 NA NA NA 379 444 123 0 NA NA NA 1238 6015 2005 3776 NA NA NA 1537 9737 2622 5273 NA NA
1519596000.0 10005.0 NA 119 307 70 0 NA NA NA 379 443 123 0 NA NA NA 1230 5936 2047 3673 NA NA NA 1672 8636 3290 4509 NA NA
1519596000.0 10006.0 NA 111 307 69 0 NA NA NA 379 448 122 0 NA NA NA 1234 5962 2097 3842 NA NA NA 1581 9213 3358 5338 NA NA
1519596000.0 10007.0 NA 113 309 66 0 NA NA NA 378 444 123 0 NA NA NA 1333 6083 1867 3874 NA NA NA 1626 8717 2561 5326 NA NA
1519596000.0 10008.0 NA 114 311 66 0 NA NA NA 379 448 123 0 NA NA NA 1334 6065 2084 3910 NA NA NA 1632 8587 3291 5415 NA NA
1519596000.0 10009.0 NA 122 312 64 0 NA NA NA 378 443 123 0 NA NA NA 1312 6094 2076 3887 NA NA NA 1615 7901 3202 4874 NA NA
1519596000.0 1001.0 NA 244 93 0 0 0 0 NA 337 156 0 0 0 0 NA 3795 1300 171 191 843 564 NA 4679 3516 406 417 931 898
1519596000.0 1002.0 NA 282 70 NA NA NA NA NA 373 134 NA NA NA NA NA 5747 1426 NA NA NA NA NA 7113 2131 NA NA NA NA
1519596000.0 10023.0 NA 122 302 67 0 NA NA NA 379 444 122 0 NA NA NA 1260 5889 2100 3877 NA NA NA 1638 8353 3022 5263 NA NA
1519596000.0 10024.0 NA 135 327 70 0 NA NA NA 379 458 124 0 NA NA NA 1447 6692 1827 4504 NA NA NA 1676 8668 2178 5681 NA NA
1519596000.0 10024.1 NA 123 180 0 NA NA NA NA 391 277 0 NA NA NA NA 1477 2767 2395 NA NA NA NA 1595 3923 2632 NA NA NA
1519596000.0 10024.2 NA 131 330 0 NA NA NA NA 379 459 0 NA NA NA NA 1368 6674 4484 NA NA NA NA 1246 9856 5952 NA NA NA
1519596000.0 10024.3 NA 128 170 0 NA NA NA NA 380 261 0 NA NA NA NA 1624 2639 1739 NA NA NA NA 1747 3325 1955 NA NA NA
1519596000.0 10024.4 NA 125 319 0 NA NA NA NA 379 458 0 NA NA NA NA 1629 6650 4438 NA NA NA NA 2030 9785 5578 NA NA NA
1519596000.0 10024.5 NA 125 76 0 NA NA NA NA 380 182 0 NA NA NA NA 1521 1575 548 NA NA NA NA 1375 2626 1151 NA NA NA
