Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1520373600.0 1.0 95 89 174 NA NA NA NA NA 197 379 289 NA NA NA NA NA 2253 705 2771 NA NA NA NA NA 2801 1023 4870 NA NA NA NA NA
1520373600.0 10.0 NA 126 234 0 NA NA NA NA NA 381 406 0 NA NA NA NA NA 2893 5827 1525 NA NA NA NA NA 2684 5839 1884 NA NA NA NA
1520373600.0 1000.0 NA 268 156 0 50 NA NA NA NA 387 264 0 101 NA NA NA NA 4639 2845 1015 889 NA NA NA NA 5041 3882 2068 1167 NA NA NA
1520373600.0 10001.0 NA 117 336 73 0 NA NA NA NA 399 462 123 0 NA NA NA NA 818 4164 1423 2237 NA NA NA NA 1417 5889 1669 2459 NA NA NA
1520373600.0 10002.0 NA 110 333 70 0 NA NA NA NA 398 462 123 0 NA NA NA NA 799 4114 1519 2350 NA NA NA NA 1128 4709 1922 2618 NA NA NA
1520373600.0 10003.0 NA 124 335 70 0 NA NA NA NA 399 485 123 0 NA NA NA NA 819 4184 1312 2381 NA NA NA NA 949 5558 1729 2637 NA NA NA
1520373600.0 10004.0 NA 111 330 66 0 NA NA NA NA 398 456 123 0 NA NA NA NA 793 4115 1324 2433 NA NA NA NA 1049 4709 2031 2753 NA NA NA
1520373600.0 10005.0 NA 118 332 65 0 NA NA NA NA 398 466 123 0 NA NA NA NA 847 4174 1698 2368 NA NA NA NA 1079 5269 2567 2606 NA NA NA
1520373600.0 10006.0 NA 116 297 65 0 NA NA NA NA 399 485 122 0 NA NA NA NA 843 4176 1855 2203 NA NA NA NA 2257 5435 2176 2438 NA NA NA
1520373600.0 10007.0 NA 122 332 66 0 NA NA NA NA 390 464 123 0 NA NA NA NA 884 4229 1302 2453 NA NA NA NA 1054 5922 1565 2803 NA NA NA
1520373600.0 10008.0 NA 104 322 67 0 NA NA NA NA 399 468 124 0 NA NA NA NA 976 4234 1443 2502 NA NA NA NA 1218 5446 2943 2809 NA NA NA
1520373600.0 10009.0 NA 122 333 65 0 NA NA NA NA 398 464 124 0 NA NA NA NA 921 4287 1618 2458 NA NA NA NA 1198 4845 2084 2772 NA NA NA
1520373600.0 1001.0 NA 240 112 0 0 0 0 0 NA 333 168 0 0 0 0 0 NA 4086 1469 174 244 838 502 787 NA 4932 1869 508 367 1126 725 975
1520373600.0 1002.0 NA 280 72 NA NA NA NA NA NA 384 135 NA NA NA NA NA NA 5085 1273 NA NA NA NA NA NA 7595 1392 NA NA NA NA NA
1520373600.0 10023.0 NA 112 326 67 0 NA NA NA NA 399 453 123 0 NA NA NA NA 839 4210 1624 2322 NA NA NA NA 942 5178 2329 2558 NA NA NA
1520373600.0 10024.0 NA 127 339 67 0 NA NA NA NA 399 478 125 0 NA NA NA NA 952 4585 1360 2560 NA NA NA NA 1156 4872 2534 2798 NA NA NA
1520373600.0 10024.1 NA 130 187 0 NA NA NA NA NA 399 288 0 NA NA NA NA NA 951 1828 1215 NA NA NA NA NA 787 2053 1355 NA NA NA NA
1520373600.0 10024.2 NA 133 345 0 NA NA NA NA NA 399 461 0 NA NA NA NA NA 934 4497 2518 NA NA NA NA NA 937 6279 2799 NA NA NA NA
1520373600.0 10024.3 NA 122 174 0 NA NA NA NA NA 399 279 0 NA NA NA NA NA 1088 1826 1028 NA NA NA NA NA 2026 2244 1147 NA NA NA NA
1520373600.0 10024.4 NA 134 344 0 NA NA NA NA NA 391 475 0 NA NA NA NA NA 965 4524 2597 NA NA NA NA NA 1145 5945 2919 NA NA NA NA
1520373600.0 10024.5 NA 136 86 0 NA NA NA NA NA 399 184 0 NA NA NA NA NA 893 1184 318 NA NA NA NA NA 827 1582 495 NA NA NA NA
1520373600.0 10025.0 NA 130 344 77 0 NA NA NA NA 399 459 124 0 NA NA NA NA 882 4278 1496 2609 NA NA NA NA 1156 5530 2455 2920 NA NA NA
1520373600.0 10026.0 NA 140 349 73 0 NA NA NA NA 399 502 125 0 NA NA NA NA 1000 5105 1658 2531 NA NA NA NA 1486 5836 3003 2811 NA NA NA
1520373600.0 1003.0 NA 245 0 NA NA NA NA NA NA 335 0 NA NA NA NA NA NA 4846 865 NA NA NA NA NA NA 4022 1218 NA NA NA NA NA
1520373600.0 1004.0 NA 213 91 0 0 0 0 NA NA 295 151 0 0 0 0 NA NA 2183 1011 162 260 799 810 NA NA 4442 3074 303 462 880 1061 NA
1520373600.0 10042.0 NA 119 337 66 0 NA NA NA NA 399 468 124 0 NA NA NA NA 900 4271 1375 2579 NA NA NA NA 1373 5247 2712 2876 NA NA NA
1520373600.0 10059.0 NA 131 322 74 0 NA NA NA NA 399 498 125 0 NA NA NA NA 1040 5309 1407 2508 NA NA NA NA 2346 5692 1526 2805 NA NA NA
1520373600.0 10071.0 NA 130 339 67 0 NA NA NA NA 399 472 124 0 NA NA NA NA 933 4628 1505 2554 NA NA NA NA 1279 5800 2330 2779 NA NA NA
1520373600.0 101.0 86 NA NA NA NA NA NA NA 166 NA NA NA NA NA NA NA 1423 NA NA NA NA NA NA NA 1738 NA NA NA NA NA NA NA
1520373600.0 1010.0 NA 32 41 0 NA NA NA NA NA 83 97 0 NA NA NA NA NA 202 331 281 NA NA NA NA NA 581 807 369 NA NA NA NA
1520373600.0 102.0 83 NA NA NA NA NA NA NA 164 NA NA NA NA NA NA NA 1148 NA NA NA NA NA NA NA 1486 NA NA NA NA NA NA NA
1520373600.0 1020.0 NA 37 NA NA NA NA NA NA NA 117 NA NA NA NA NA NA NA 447 NA NA NA NA NA NA NA 1349 NA NA NA NA NA NA
1520373600.0 10224.0 NA 280 575 0 NA NA NA NA NA 426 806 0 NA NA NA NA NA 5441 10385 3396 NA NA NA NA NA 5840 12855 3897 NA NA NA NA
1520373600.0 10225.0 NA 259 539 0 NA NA NA NA NA 412 751 0 NA NA NA NA NA 4663 9161 3217 NA NA NA NA NA 4742 8716 3656 NA NA NA NA
1520373600.0 103.0 45 0 0 NA NA NA NA NA 104 0 0 NA NA NA NA NA 1464 515 4149 NA NA NA NA NA 1880 819 5512 NA NA NA NA NA
1520373600.0 1030.0 NA 174 44 0 NA NA NA NA NA 312 97 0 NA NA NA NA NA 9647 737 160 NA NA NA NA NA 4786 875 439 NA NA NA NA
1520373600.0 10424.0 NA 123 346 0 NA NA NA NA NA 398 466 0 NA NA NA NA NA 1478 5127 3163 NA NA NA NA NA 2163 8865 4206 NA NA NA NA
1520373600.0 105.0 103 91 30 NA NA NA NA NA 197 380 76 NA NA NA NA NA 2955 853 302 NA NA NA NA NA 2610 981 405 NA NA NA NA NA
