Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1520892000.0 101.0 84 NA NA NA NA 159 NA NA NA NA 1567 NA NA NA NA 1623 NA NA NA NA
1520892000.0 102.0 86 NA NA NA NA 159 NA NA NA NA 1333 NA NA NA NA 1389 NA NA NA NA
1520892000.0 10224.0 NA 281 584 0 NA NA 430 811 0 NA NA 6490 12346 3594 NA NA 3516 8336 3669 NA
1520892000.0 10225.0 NA 275 549 0 NA NA 432 798 0 NA NA 6662 12389 3459 NA NA 4766 10012 3533 NA
1520892000.0 103.0 79 91 256 NA NA 165 373 379 NA NA 3461 841 4385 NA NA 1827 753 4315 NA NA
1520892000.0 10424.0 NA 122 338 0 NA NA 399 493 0 NA NA 1386 6391 3323 NA NA 1056 6516 3388 NA
1520892000.0 105.0 86 92 32 NA NA 180 373 77 NA NA 4503 918 265 NA NA 1676 689 302 NA NA
1520892000.0 106.0 43 0 0 NA NA 104 0 0 NA NA 1454 533 3962 NA NA 881 466 4007 NA NA
1520892000.0 107.0 96 99 261 NA NA 199 373 368 NA NA 11637 1020 4628 NA NA 5306 721 4374 NA NA
1520892000.0 108.0 96 97 265 NA NA 198 394 369 NA NA 14333 1087 4862 NA NA 6024 763 4504 NA NA
1520892000.0 10801.0 NA 225 362 74 0 NA 496 493 136 0 NA 3869 6382 2048 4248 NA 3979 6201 2047 4322
1520892000.0 10802.0 NA 227 361 83 0 NA 488 491 136 0 NA 3957 6635 1916 4181 NA 4369 6658 1955 4253
1520892000.0 10803.0 NA 231 363 77 0 NA 476 524 136 0 NA 3916 6763 2059 4021 NA 3850 6889 2179 4089
1520892000.0 10804.0 NA 221 359 73 0 NA 489 499 136 0 NA 3880 6367 1861 4176 NA 4541 6211 1914 4254
1520892000.0 10805.0 NA 226 356 77 0 NA 497 486 136 0 NA 3900 6367 1915 4265 NA 3916 6200 1873 4332
1520892000.0 10806.0 NA 222 357 78 0 NA 490 495 136 0 NA 3863 6501 1851 4182 NA 3995 6517 1894 4260
1520892000.0 10807.0 NA 224 363 92 0 NA 487 493 146 0 NA 3982 6682 1959 4316 NA 4287 6525 2010 4388
1520892000.0 10808.0 NA 223 366 86 0 NA 482 493 147 0 NA 4070 6699 1856 4336 NA 4576 6545 1902 4400
1520892000.0 10809.0 NA 237 360 87 0 NA 482 482 145 0 NA 3915 6741 1906 4183 NA 3674 6737 1949 4250
1520892000.0 10823.0 NA 225 359 73 0 NA 492 488 135 0 NA 3957 6428 1926 4457 NA 4420 6262 2038 4515
1520892000.0 10824.0 NA 249 374 96 0 NA 497 526 147 0 NA 4378 7163 1907 5168 NA 4757 6671 1947 5243
1520892000.0 10824.1 NA 247 192 0 NA NA 483 296 0 NA NA 4223 2454 1785 NA NA 3916 2322 1824 NA
1520892000.0 10824.5 NA 245 95 0 NA NA 504 195 0 NA NA 3660 1722 372 NA NA 3218 1763 408 NA
1520892000.0 10824.6 NA 255 371 92 0 NA 482 496 148 0 NA 4224 7168 1880 5106 NA 3764 6630 1984 5198
1520892000.0 10825.0 NA 227 367 79 0 NA 497 498 136 0 NA 3927 6683 1971 4776 NA 4259 6375 1950 4854
1520892000.0 10826.0 NA 262 374 87 0 NA 482 512 146 0 NA 4312 7499 1957 5171 NA 3806 7100 2052 5261
1520892000.0 10842.0 NA 236 366 97 0 NA 482 498 147 0 NA 4104 6917 1947 4683 NA 4592 6500 1990 4758
1520892000.0 10859.0 NA 263 381 85 0 NA 483 515 146 0 NA 4521 9553 2251 5177 NA 3904 7916 2365 5257
1520892000.0 10871.0 NA 256 377 91 0 NA 482 508 146 0 NA 4146 7300 2211 5091 NA 3718 7016 2352 5170
1520892000.0 109.0 103 96 266 NA NA 204 373 364 NA NA 11311 1024 4750 NA NA 4282 743 4402 NA NA
1520892000.0 110.0 64 88 258 NA NA 129 380 358 NA NA 1806 944 4415 NA NA 1008 715 4372 NA NA
1520892000.0 11024.0 NA 474 737 0 NA NA 670 1020 0 NA NA 13803 16392 5585 NA NA 7651 9950 5697 NA
1520892000.0 11024.6 NA 477 704 0 NA NA 680 995 0 NA NA 13055 15916 5457 NA NA 7534 9884 5536 NA
1520892000.0 11025.0 NA 461 722 0 NA NA 668 1056 0 NA NA 13779 15253 5072 NA NA 7622 9229 5149 NA
1520892000.0 111.0 86 94 256 NA NA 175 380 376 NA NA 4583 1101 4427 NA NA 2285 797 4336 NA NA
1520892000.0 112.0 102 93 260 NA NA 198 381 361 NA NA 10321 1013 4620 NA NA 4631 731 4507 NA NA
1520892000.0 11224.0 NA 241 375 0 NA NA 488 532 0 NA NA 4313 7333 4946 NA NA 5012 7131 5023 NA
1520892000.0 11224.6 NA 241 375 0 NA NA 491 510 0 NA NA 4459 7228 5308 NA NA 5093 7078 5391 NA
1520892000.0 113.0 108 95 259 NA NA 202 380 365 NA NA 8860 995 4516 NA NA 3855 720 4347 NA NA
