Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1519513200.0 1.0 106 95 178 NA NA NA NA 194 359 277 NA NA NA NA 1607 655 2287 NA NA NA NA 1480 951 3113 NA NA NA NA
1519513200.0 10.0 NA 124 288 0 NA NA NA NA 368 402 0 NA NA NA NA 2596 4767 1088 NA NA NA NA 2851 4486 1184 NA NA NA
1519513200.0 1000.0 NA 289 155 0 46 NA NA NA 377 258 0 100 NA NA NA 4650 2909 1051 903 NA NA NA 4610 3070 1581 1013 NA NA
1519513200.0 10001.0 NA 110 310 70 0 NA NA NA 379 432 123 0 NA NA NA 633 3003 1112 1690 NA NA NA 732 3612 1333 1764 NA NA
1519513200.0 10002.0 NA 122 283 71 0 NA NA NA 379 437 122 0 NA NA NA 600 3026 1031 1712 NA NA NA 826 4389 1612 1869 NA NA
1519513200.0 10003.0 NA 124 312 65 0 NA NA NA 379 443 122 0 NA NA NA 625 3040 1014 1687 NA NA NA 787 5230 1380 1768 NA NA
1519513200.0 10004.0 NA 113 284 68 0 NA NA NA 379 444 122 0 NA NA NA 609 3011 1117 1701 NA NA NA 622 3761 1339 1870 NA NA
1519513200.0 10005.0 NA 120 317 71 0 NA NA NA 379 436 122 0 NA NA NA 603 2977 1060 1724 NA NA NA 683 3758 2011 1956 NA NA
1519513200.0 10006.0 NA 119 283 66 0 NA NA NA 378 437 122 0 NA NA NA 620 2993 1254 1700 NA NA NA 725 3997 1434 1778 NA NA
1519513200.0 10007.0 NA 114 311 69 0 NA NA NA 379 454 123 0 NA NA NA 629 3052 1013 1734 NA NA NA 735 4600 1150 1840 NA NA
1519513200.0 10008.0 NA 113 315 65 0 NA NA NA 378 442 123 0 NA NA NA 624 3053 1126 1722 NA NA NA 749 4473 1272 1825 NA NA
1519513200.0 10009.0 NA 107 285 73 0 NA NA NA 379 456 123 0 NA NA NA 722 3102 1023 1748 NA NA NA 1373 4281 2301 1974 NA NA
1519513200.0 1001.0 NA 244 97 0 0 0 0 NA 333 155 0 0 0 0 NA 4023 1225 161 159 813 527 NA 5492 1808 1033 430 924 961
1519513200.0 1002.0 NA 277 72 NA NA NA NA NA 374 134 NA NA NA NA NA 5505 1370 NA NA NA NA NA 5966 1482 NA NA NA NA
1519513200.0 10023.0 NA 112 305 63 0 NA NA NA 379 442 122 0 NA NA NA 652 2990 1095 1726 NA NA NA 829 4104 1371 1819 NA NA
1519513200.0 10024.0 NA 124 322 68 0 NA NA NA 379 461 124 0 NA NA NA 735 3298 1131 1912 NA NA NA 710 3633 1974 2149 NA NA
1519513200.0 10024.1 NA 133 180 0 NA NA NA NA 379 277 0 NA NA NA NA 775 1360 984 NA NA NA NA 1566 1433 1047 NA NA NA
1519513200.0 10024.2 NA 118 329 0 NA NA NA NA 379 439 0 NA NA NA NA 782 3319 1863 NA NA NA NA 2445 4186 2130 NA NA NA
1519513200.0 10024.3 NA 127 171 0 NA NA NA NA 379 279 0 NA NA NA NA 780 1319 844 NA NA NA NA 1432 1494 1085 NA NA NA
1519513200.0 10024.4 NA 133 324 0 NA NA NA NA 379 462 0 NA NA NA NA 717 3261 1862 NA NA NA NA 827 3274 1996 NA NA NA
1519513200.0 10024.5 NA 125 77 0 NA NA NA NA 379 176 0 NA NA NA NA 720 748 226 NA NA NA NA 712 1030 510 NA NA NA
1519513200.0 10025.0 NA 120 324 68 0 NA NA NA 379 450 122 0 NA NA NA 658 3118 1054 1844 NA NA NA 632 4502 2089 2689 NA NA
1519513200.0 10026.0 NA 129 338 66 0 NA NA NA 379 476 124 0 NA NA NA 753 3551 1115 1879 NA NA NA 740 4179 1219 2206 NA NA
1519513200.0 1003.0 NA 248 0 NA NA NA NA NA 327 0 NA NA NA NA NA 4484 628 NA NA NA NA NA 3400 737 NA NA NA NA
1519513200.0 1004.0 NA 216 77 0 0 NA NA NA 331 138 0 0 NA NA NA 2194 835 152 156 NA NA NA 3559 1296 275 431 NA NA
1519513200.0 10042.0 NA 118 309 65 0 NA NA NA 379 443 124 0 NA NA NA 667 3114 1445 1876 NA NA NA 1152 3631 1977 2248 NA NA
1519513200.0 10059.0 NA 120 324 66 0 NA NA NA 379 472 124 0 NA NA NA 871 3764 1346 1911 NA NA NA 1205 3730 1786 2179 NA NA
1519513200.0 10071.0 NA 118 331 69 0 NA NA NA 379 462 124 0 NA NA NA 721 3231 1157 1906 NA NA NA 915 4093 2145 2103 NA NA
1519513200.0 101.0 81 NA NA NA NA NA NA 165 NA NA NA NA NA NA 1540 NA NA NA NA NA NA 2215 NA NA NA NA NA NA
1519513200.0 1010.0 NA 32 44 0 NA NA NA NA 83 97 0 NA NA NA NA 229 312 298 NA NA NA NA 834 595 506 NA NA NA
1519513200.0 102.0 92 NA NA NA NA NA NA 164 NA NA NA NA NA NA 1278 NA NA NA NA NA NA 2191 NA NA NA NA NA NA
1519513200.0 1020.0 NA 45 NA NA NA NA NA NA 120 NA NA NA NA NA NA 500 NA NA NA NA NA NA 786 NA NA NA NA NA
1519513200.0 10224.0 NA 279 531 0 NA NA NA NA 416 769 0 NA NA NA NA 3477 6295 1997 NA NA NA NA 3317 6584 2102 NA NA NA
1519513200.0 10225.0 NA 262 540 0 NA NA NA NA 408 789 0 NA NA NA NA 3264 5626 1966 NA NA NA NA 3159 6407 2149 NA NA NA
1519513200.0 103.0 44 0 0 NA NA NA NA 103 0 0 NA NA NA NA 1258 903 3472 NA NA NA NA 1688 1052 4305 NA NA NA NA
1519513200.0 1030.0 NA 179 47 0 NA NA NA NA 300 96 0 NA NA NA NA 9767 565 116 NA NA NA NA 4142 661 224 NA NA NA
1519513200.0 10424.0 NA 119 321 0 NA NA NA NA 379 454 0 NA NA NA NA 1114 5106 3055 NA NA NA NA 1486 9221 3729 NA NA NA
1519513200.0 105.0 97 89 30 NA NA NA NA 194 360 76 NA NA NA NA 2798 1028 357 NA NA NA NA 2208 1424 732 NA NA NA NA
1519513200.0 106.0 44 0 0 NA NA NA NA 103 0 0 NA NA NA NA 1140 544 3794 NA NA NA NA 1411 1190 5813 NA NA NA NA
1519513200.0 107.0 87 99 258 NA NA NA NA 196 361 367 NA NA NA NA 5228 988 4265 NA NA NA NA 3974 1263 5523 NA NA NA NA
1519513200.0 108.0 102 100 262 NA NA NA NA 198 360 362 NA NA NA NA 6298 1023 4437 NA NA NA NA 3860 1303 6346 NA NA NA NA
1519513200.0 10801.0 NA 197 341 70 0 NA NA NA 469 471 131 0 NA NA NA 2947 5355 1666 4372 NA NA NA 3319 9081 2643 4830 NA NA
1519513200.0 10802.0 NA 219 338 70 0 NA NA NA 469 467 129 0 NA NA NA 3163 5258 2115 4024 NA NA NA 5480 8037 2714 4539 NA NA
1519513200.0 10803.0 NA 222 339 70 0 NA NA NA 469 476 130 0 NA NA NA 3294 5366 1844 4345 NA NA NA 5686 7912 3582 4768 NA NA
1519513200.0 10804.0 NA 189 336 70 0 NA NA NA 470 479 130 0 NA NA NA 2925 5326 2047 4305 NA NA NA 3322 8328 3425 4787 NA NA
1519513200.0 10805.0 NA 191 341 71 0 NA NA NA 471 469 130 0 NA NA NA 2948 5287 1688 4065 NA NA NA 3325 8654 3428 4903 NA NA
1519513200.0 10806.0 NA 214 336 70 0 NA NA NA 469 463 129 0 NA NA NA 3238 5324 1832 4063 NA NA NA 5687 9450 2453 4599 NA NA
