Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1520805600.0 10001.0 NA 120 329 65 0 NA 399 457 123 0 NA 1127 5001 1554 2705 NA 948 4834 1563 2786
1520805600.0 10002.0 NA 111 332 67 0 NA 399 459 123 0 NA 1091 5307 1464 2733 NA 917 5197 1537 2817
1520805600.0 10003.0 NA 123 331 66 0 NA 395 459 123 0 NA 1150 5256 1450 2743 NA 928 5443 1541 2800
1520805600.0 10004.0 NA 118 331 65 0 NA 398 458 123 0 NA 1007 5388 1618 2661 NA 748 5310 1631 2728
1520805600.0 10005.0 NA 110 327 72 0 NA 398 491 123 0 NA 1080 4900 1682 2679 NA 881 4877 1690 2737
1520805600.0 10006.0 NA 124 324 66 0 NA 399 455 123 0 NA 1137 5141 1562 2728 NA 962 5436 1564 2793
1520805600.0 10007.0 NA 113 330 69 0 NA 399 463 124 0 NA 1114 5386 1808 2889 NA 815 5250 1862 2961
1520805600.0 10008.0 NA 114 329 68 0 NA 399 485 123 0 NA 1076 5363 1748 2768 NA 831 5184 1946 2827
1520805600.0 10009.0 NA 123 330 72 0 NA 399 487 123 0 NA 1161 5115 1666 2899 NA 856 4833 1686 2983
1520805600.0 10023.0 NA 114 323 73 0 NA 399 455 123 0 NA 995 5035 1745 2807 NA 776 4924 1896 2897
1520805600.0 10024.0 NA 137 340 67 0 NA 392 467 125 0 NA 1417 5516 1601 3271 NA 1327 5084 1712 3326
1520805600.0 10024.1 NA 123 184 0 NA NA 399 280 0 NA NA 1186 2149 1848 NA NA 804 1967 1885 NA
1520805600.0 10024.2 NA 126 344 0 NA NA 400 472 0 NA NA 1253 6161 3226 NA NA 909 6143 3291 NA
1520805600.0 10024.3 NA 127 176 0 NA NA 392 281 0 NA NA 1181 2112 1490 NA NA 792 1958 1526 NA
1520805600.0 10024.4 NA 127 343 0 NA NA 399 472 0 NA NA 1235 6204 3255 NA NA 834 6409 3311 NA
1520805600.0 10024.5 NA 124 83 0 NA NA 403 182 0 NA NA 1155 1308 369 NA NA 804 1385 403 NA
1520805600.0 10025.0 NA 118 335 73 0 NA 403 462 124 0 NA 1174 5124 1754 3145 NA 844 4862 1771 3208
1520805600.0 10026.0 NA 140 362 74 0 NA 392 474 125 0 NA 1371 6502 1824 3401 NA 1021 5808 1869 3466
