Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1519768800.0 1.0 94 94 176 NA NA NA NA 198 379 299 NA NA NA NA 1970 648 2374 NA NA NA NA 2544 886 2709 NA NA NA NA
1519768800.0 10.0 NA 132 290 0 NA NA NA NA 388 396 0 NA NA NA NA 2703 5099 1147 NA NA NA NA 3306 4654 1259 NA NA NA
1519768800.0 1000.0 NA 275 157 0 46 NA NA NA 395 263 0 101 NA NA NA 5827 4191 1327 1206 NA NA NA 6680 5037 1729 3300 NA NA
1519768800.0 10001.0 NA 111 325 66 0 NA NA NA 398 461 123 0 NA NA NA 602 2919 980 1688 NA NA NA 821 3628 1575 4777 NA NA
1519768800.0 10002.0 NA 112 320 75 0 NA NA NA 398 452 123 0 NA NA NA 582 2924 1058 1678 NA NA NA 726 3447 1174 1820 NA NA
1519768800.0 10003.0 NA 116 325 65 0 NA NA NA 398 465 123 0 NA NA NA 602 2967 1248 1640 NA NA NA 644 4141 1847 1814 NA NA
1519768800.0 10004.0 NA 109 328 77 0 NA NA NA 398 454 123 0 NA NA NA 642 2901 973 1674 NA NA NA 746 3579 1219 1829 NA NA
1519768800.0 10005.0 NA 113 319 65 0 NA NA NA 398 454 123 0 NA NA NA 582 2915 1078 1661 NA NA NA 662 3441 1229 1804 NA NA
1519768800.0 10006.0 NA 112 321 70 0 NA NA NA 399 457 123 0 NA NA NA 626 2884 1112 1694 NA NA NA 656 3658 1329 4548 NA NA
1519768800.0 10007.0 NA 108 326 74 0 NA NA NA 398 450 124 0 NA NA NA 654 2947 1050 1657 NA NA NA 820 3747 1216 1814 NA NA
1519768800.0 10008.0 NA 113 323 72 0 NA NA NA 398 462 123 0 NA NA NA 598 2941 1129 1685 NA NA NA 842 3511 1264 1938 NA NA
1519768800.0 10009.0 NA 113 325 66 0 NA NA NA 398 452 124 0 NA NA NA 619 2996 1397 1675 NA NA NA 692 3732 1995 1866 NA NA
1519768800.0 1001.0 NA 244 94 0 0 0 0 NA 345 157 0 0 0 0 NA 5117 1795 196 184 824 551 NA 5882 3219 651 496 1281 1268
1519768800.0 1002.0 NA 285 77 NA NA NA NA NA 393 137 NA NA NA NA NA 8155 1403 NA NA NA NA NA 11109 2143 NA NA NA NA
1519768800.0 10023.0 NA 109 319 65 0 NA NA NA 399 449 123 0 NA NA NA 642 2901 1429 1651 NA NA NA 692 3593 1837 4330 NA NA
1519768800.0 10024.0 NA 126 335 71 0 NA NA NA 391 467 125 0 NA NA NA 705 3225 1084 1932 NA NA NA 919 3452 1289 2586 NA NA
1519768800.0 10024.1 NA 128 183 0 NA NA NA NA 399 276 0 NA NA NA NA 690 1302 920 NA NA NA NA 610 1464 1105 NA NA NA
1519768800.0 10024.2 NA 126 343 0 NA NA NA NA 398 463 0 NA NA NA NA 692 3157 1830 NA NA NA NA 631 3737 4480 NA NA NA
1519768800.0 10024.3 NA 124 176 0 NA NA NA NA 399 279 0 NA NA NA NA 749 1306 825 NA NA NA NA 1515 1581 1404 NA NA NA
1519768800.0 10024.4 NA 125 342 0 NA NA NA NA 399 465 0 NA NA NA NA 742 3187 1797 NA NA NA NA 1961 4531 1875 NA NA NA
1519768800.0 10024.5 NA 127 78 0 NA NA NA NA 391 179 0 NA NA NA NA 689 739 253 NA NA NA NA 601 1004 704 NA NA NA
1519768800.0 10025.0 NA 117 335 75 0 NA NA NA 391 458 123 0 NA NA NA 631 3001 1080 1835 NA NA NA 1353 3690 1608 2648 NA NA
1519768800.0 10026.0 NA 132 345 71 0 NA NA NA 399 485 125 0 NA NA NA 712 3488 1075 1857 NA NA NA 833 3530 1264 4608 NA NA
