Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1519722000.0 1.0 61 72 142 NA NA NA NA NA 112 134 215 NA NA NA NA NA 1571 449 821 NA NA NA NA NA 1838 547 1073 NA NA NA NA NA
1519722000.0 10.0 NA 103 234 0 NA NA NA NA NA 153 297 0 NA NA NA NA NA 3435 3463 870 NA NA NA NA NA 4108 3653 1072 NA NA NA NA
1519722000.0 1000.0 NA 231 151 0 47 NA NA NA NA 318 232 0 83 NA NA NA NA 2334 1085 578 239 NA NA NA NA 2577 1473 655 378 NA NA NA
1519722000.0 10001.0 NA 166 294 73 0 NA NA NA NA 237 391 113 0 NA NA NA NA 1141 1585 374 1736 NA NA NA NA 1382 1989 532 1808 NA NA NA
1519722000.0 10002.0 NA 172 302 73 0 NA NA NA NA 237 391 113 0 NA NA NA NA 1235 1609 396 1744 NA NA NA NA 1609 2345 571 1809 NA NA NA
1519722000.0 10003.0 NA 169 302 82 0 NA NA NA NA 239 391 113 0 NA NA NA NA 1174 1632 324 1748 NA NA NA NA 1411 1938 458 1799 NA NA NA
1519722000.0 10004.0 NA 181 301 76 0 NA NA NA NA 236 391 113 0 NA NA NA NA 1246 1528 329 1828 NA NA NA NA 1486 1799 466 1893 NA NA NA
1519722000.0 10005.0 NA 172 300 73 0 NA NA NA NA 236 391 113 0 NA NA NA NA 1219 1673 329 1737 NA NA NA NA 1586 2259 486 1796 NA NA NA
1519722000.0 10006.0 NA 167 299 76 0 NA NA NA NA 236 391 113 0 NA NA NA NA 1139 1670 340 1737 NA NA NA NA 1365 2067 441 1806 NA NA NA
1519722000.0 10007.0 NA 170 296 83 0 NA NA NA NA 237 391 126 0 NA NA NA NA 1260 1695 364 1731 NA NA NA NA 1643 2324 500 1803 NA NA NA
1519722000.0 10008.0 NA 168 303 85 0 NA NA NA NA 238 391 125 0 NA NA NA NA 1266 1787 363 1845 NA NA NA NA 1631 2299 499 2076 NA NA NA
1519722000.0 10009.0 NA 168 298 87 0 NA NA NA NA 238 391 125 0 NA NA NA NA 1263 1745 392 1781 NA NA NA NA 1635 2493 543 1845 NA NA NA
1519722000.0 1001.0 NA 207 108 0 0 0 0 0 NA 266 151 0 0 0 0 0 NA 2001 413 61 130 216 108 217 NA 2227 544 130 289 264 194 276
1519722000.0 1002.0 NA 232 76 NA NA NA NA NA NA 293 116 NA NA NA NA NA NA 2422 318 NA NA NA NA NA NA 2631 371 NA NA NA NA NA
1519722000.0 10023.0 NA 167 300 75 0 NA NA NA NA 237 391 113 0 NA NA NA NA 1300 1510 395 1748 NA NA NA NA 1591 1759 546 1825 NA NA NA
1519722000.0 10024.0 NA 187 313 93 0 NA NA NA NA 253 394 128 0 NA NA NA NA 1326 1801 357 1805 NA NA NA NA 1556 2223 504 1887 NA NA NA
1519722000.0 10024.1 NA 183 169 0 NA NA NA NA NA 253 210 0 NA NA NA NA NA 2344 1114 538 NA NA NA NA NA 3294 1404 630 NA NA NA NA
1519722000.0 10024.2 NA 184 312 0 NA NA NA NA NA 253 393 0 NA NA NA NA NA 2359 2106 2212 NA NA NA NA NA 3237 2300 2277 NA NA NA NA
1519722000.0 10024.3 NA 185 154 0 NA NA NA NA NA 253 203 0 NA NA NA NA NA 2298 1049 345 NA NA NA NA NA 3229 1253 398 NA NA NA NA
1519722000.0 10024.4 NA 185 314 0 NA NA NA NA NA 253 394 0 NA NA NA NA NA 2349 2940 3184 NA NA NA NA NA 3167 4253 3564 NA NA NA NA
1519722000.0 10024.5 NA 184 162 0 NA NA NA NA NA 253 210 0 NA NA NA NA NA 2312 1122 383 NA NA NA NA NA 3197 1345 435 NA NA NA NA
1519722000.0 10024.6 NA 184 310 0 NA NA NA NA NA 253 392 0 NA NA NA NA NA 2424 2025 2688 NA NA NA NA NA 3653 2197 2772 NA NA NA NA
1519722000.0 10025.0 NA 182 304 74 0 NA NA NA NA 245 392 113 0 NA NA NA NA 2267 2772 610 3155 NA NA NA NA 3559 4040 1519 3666 NA NA NA
1519722000.0 10026.0 NA 185 311 83 0 NA NA NA NA 256 394 124 0 NA NA NA NA 2358 3416 567 3157 NA NA NA NA 3292 4547 1026 3599 NA NA NA
1519722000.0 1003.0 NA 199 0 NA NA NA NA NA NA 262 0 NA NA NA NA NA NA 2659 437 NA NA NA NA NA NA 3099 511 NA NA NA NA NA
1519722000.0 1004.0 NA 186 94 0 0 0 0 NA NA 234 136 0 0 0 0 NA NA 733 238 60 97 216 214 NA NA 991 336 127 168 286 303 NA
1519722000.0 10042.0 NA 177 305 93 0 NA NA NA NA 244 392 127 0 NA NA NA NA 2336 1915 414 2873 NA NA NA NA 3549 2136 527 2960 NA NA NA
1519722000.0 10059.0 NA 186 317 92 0 NA NA NA NA 258 394 124 0 NA NA NA NA 2554 2626 458 2974 NA NA NA NA 3799 2814 588 3178 NA NA NA
1519722000.0 10071.0 NA 180 308 73 0 NA NA NA NA 246 392 114 0 NA NA NA NA 2278 2827 560 2842 NA NA NA NA 3217 3865 1058 3171 NA NA NA
1519722000.0 101.0 80 NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA 1472 NA NA NA NA NA NA NA 2105 NA NA NA NA NA NA NA
1519722000.0 1010.0 NA 22 34 0 NA NA NA NA NA 68 79 0 NA NA NA NA NA 86 124 127 NA NA NA NA NA 235 198 174 NA NA NA NA
1519722000.0 102.0 81 NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA 1155 NA NA NA NA NA NA NA 1557 NA NA NA NA NA NA NA
1519722000.0 1020.0 NA 39 NA NA NA NA NA NA NA 100 NA NA NA NA NA NA NA 210 NA NA NA NA NA NA NA 323 NA NA NA NA NA NA
1519722000.0 10224.0 NA 246 398 0 NA NA NA NA NA 339 498 0 NA NA NA NA NA 6155 3977 2323 NA NA NA NA NA 8388 4303 2418 NA NA NA NA
1519722000.0 10225.0 NA 248 410 0 NA NA NA NA NA 339 516 0 NA NA NA NA NA 6147 3953 1843 NA NA NA NA NA 8442 4369 1911 NA NA NA NA
1519722000.0 103.0 42 0 0 NA NA NA NA NA 85 0 0 NA NA NA NA NA 604 233 1702 NA NA NA NA NA 1597 483 2736 NA NA NA NA NA
1519722000.0 1030.0 NA 137 46 0 NA NA NA NA NA 237 79 0 NA NA NA NA NA 8306 199 57 NA NA NA NA NA 8493 263 182 NA NA NA NA
1519722000.0 10424.0 NA 183 317 0 NA NA NA NA NA 253 393 0 NA NA NA NA NA 2345 2167 2948 NA NA NA NA NA 3184 2569 3601 NA NA NA NA
1519722000.0 105.0 61 73 26 NA NA NA NA NA 112 135 60 NA NA NA NA NA 2158 641 167 NA NA NA NA NA 2610 1077 416 NA NA NA NA NA
1519722000.0 106.0 43 0 0 NA NA NA NA NA 85 0 0 NA NA NA NA NA 598 242 1808 NA NA NA NA NA 1249 502 2893 NA NA NA NA NA
1519722000.0 107.0 62 73 212 NA NA NA NA NA 113 135 278 NA NA NA NA NA 3841 661 2043 NA NA NA NA NA 4564 1137 2706 NA NA NA NA NA
1519722000.0 108.0 63 74 221 NA NA NA NA NA 115 135 280 NA NA NA NA NA 5876 696 2012 NA NA NA NA NA 6756 1160 2371 NA NA NA NA NA
1519722000.0 10823.0 52 174 302 82 0 NA NA NA 97 227 391 113 0 NA NA NA 1213 2106 1672 429 2982 NA NA NA 2088 2766 2103 826 3154 NA NA NA
1519722000.0 10824.0 55 180 303 85 0 NA NA NA 101 237 392 126 0 NA NA NA 6101 2393 3087 604 3135 NA NA NA 6979 3673 4563 1083 3611 NA NA NA
1519722000.0 10825.0 55 180 306 73 0 NA NA NA 100 234 393 113 0 NA NA NA 4597 2249 2837 595 2697 NA NA NA 5456 3467 4173 1300 3389 NA NA NA
1519722000.0 10826.0 58 178 311 85 0 NA NA NA 103 239 393 124 0 NA NA NA 10303 2450 2289 447 2955 NA NA NA 11504 3126 2491 569 3060 NA NA NA
1519722000.0 10842.0 55 176 301 84 0 NA NA NA 99 231 392 127 0 NA NA NA 1787 2062 2713 623 3196 NA NA NA 2314 3541 4314 1563 3632 NA NA NA
1519722000.0 109.0 63 74 223 NA NA NA NA NA 115 135 280 NA NA NA NA NA 5507 683 2063 NA NA NA NA NA 6264 1233 2469 NA NA NA NA NA
1519722000.0 11.0 NA 88 231 0 57 NA NA NA NA 142 305 0 97 NA NA NA NA 2753 2188 1002 394 NA NA NA NA 3244 2480 1218 738 NA NA NA
1519722000.0 110.0 57 76 210 NA NA NA NA NA 93 134 275 NA NA NA NA NA 773 615 1956 NA NA NA NA NA 1174 1115 2947 NA NA NA NA NA
1519722000.0 1102.0 NA 97 232 124 81 NA NA NA NA 150 295 181 155 NA NA NA NA 2366 3420 1434 277 NA NA NA NA 2604 3616 1549 344 NA NA NA
1519722000.0 111.0 63 71 214 NA NA NA NA NA 114 135 278 NA NA NA NA NA 2234 551 2001 NA NA NA NA NA 2698 1006 2993 NA NA NA NA NA
1519722000.0 112.0 61 74 211 NA NA NA NA NA 113 135 277 NA NA NA NA NA 4027 644 2115 NA NA NA NA NA 4764 1295 3038 NA NA NA NA NA
1519722000.0 11224.0 56 178 307 0 NA NA NA NA 101 237 392 0 NA NA NA NA 6014 2391 2197 2914 NA NA NA NA 7242 3218 2652 3009 NA NA NA NA
1519722000.0 113.0 65 75 211 NA NA NA NA NA 115 135 279 NA NA NA NA NA 4830 706 2112 NA NA NA NA NA 5554 1471 3154 NA NA NA NA NA
1519722000.0 114.0 63 75 212 NA NA NA NA NA 114 135 279 NA NA NA NA NA 4469 672 1924 NA NA NA NA NA 5136 1044 2507 NA NA NA NA NA
1519722000.0 115.0 63 74 213 NA NA NA NA NA 115 135 280 NA NA NA NA NA 4818 708 2280 NA NA NA NA NA 5535 1245 3203 NA NA NA NA NA
1519722000.0 116.0 62 73 214 NA NA NA NA NA 114 135 279 NA NA NA NA NA 5066 645 1881 NA NA NA NA NA 6224 1090 2387 NA NA NA NA NA
1519722000.0 11623.0 52 177 301 72 0 NA NA NA 93 230 394 113 0 NA NA NA 1125 2400 3010 594 3272 NA NA NA 1593 3545 5749 1292 3759 NA NA NA
1519722000.0 11624.0 53 180 311 83 0 NA NA NA 97 239 396 128 0 NA NA NA 5568 2578 3421 764 3389 NA NA NA 6472 4083 5674 1282 3963 NA NA NA
1519722000.0 11625.0 53 177 309 72 0 NA NA NA 96 237 396 113 0 NA NA NA 3956 2585 3211 618 3295 NA NA NA 4709 4793 4748 1170 3848 NA NA NA
1519722000.0 11626.0 56 184 312 73 0 NA NA NA 100 248 396 114 0 NA NA NA 9973 3013 4189 621 3290 NA NA NA 11163 4431 5662 1137 3898 NA NA NA
1519722000.0 11642.0 53 183 307 83 0 NA NA NA 95 233 395 127 0 NA NA NA 1636 2312 3050 784 3411 NA NA NA 2167 3491 4845 1349 3852 NA NA NA
1519722000.0 117.0 64 74 218 NA NA NA NA NA 115 135 280 NA NA NA NA NA 6181 695 1913 NA NA NA NA NA 7225 1089 2292 NA NA NA NA NA
1519722000.0 118.0 63 74 221 NA NA NA NA NA 116 135 281 NA NA NA NA NA 4164 454 1363 NA NA NA NA NA 4534 582 1589 NA NA NA NA NA
1519722000.0 119.0 61 72 223 NA NA NA NA NA 113 135 278 NA NA NA NA NA 2463 372 1174 NA NA NA NA NA 2665 509 1332 NA NA NA NA NA
1519722000.0 12.0 NA 102 225 0 NA NA NA NA NA 151 297 0 NA NA NA NA NA 3233 3433 696 NA NA NA NA NA 3891 3698 766 NA NA NA NA
1519722000.0 120.0 52 70 214 NA NA NA NA NA 100 134 274 NA NA NA NA NA 447 366 1105 NA NA NA NA NA 605 486 1282 NA NA NA NA NA
1519722000.0 12024.0 53 180 302 0 NA NA NA NA 97 241 395 0 NA NA NA NA 5509 2552 3530 3080 NA NA NA NA 6408 3501 5024 3525 NA NA NA NA
1519722000.0 121.0 64 75 224 NA NA NA NA NA 116 135 280 NA NA NA NA NA 4131 468 1297 NA NA NA NA NA 4393 597 1483 NA NA NA NA NA
