Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1520028000.0 1.0 58 77 141 NA NA NA NA NA 112 134 215 NA NA NA NA NA 1367 343 757 NA NA NA NA NA 1539 493 1109 NA NA NA NA NA
1520028000.0 10.0 NA 104 230 0 NA NA NA NA NA 153 297 0 NA NA NA NA NA 4121 6937 1379 NA NA NA NA NA 4954 7681 1609 NA NA NA NA
1520028000.0 1000.0 NA 233 149 0 43 NA NA NA NA 318 231 0 83 NA NA NA NA 2576 1177 793 285 NA NA NA NA 2808 1736 991 444 NA NA NA
1520028000.0 10001.0 NA 152 300 82 0 NA NA NA NA 238 391 113 0 NA NA NA NA 1503 1830 407 2408 NA NA NA NA 1789 2296 627 2569 NA NA NA
1520028000.0 10002.0 NA 155 303 82 0 NA NA NA NA 239 391 113 0 NA NA NA NA 1617 2012 417 2335 NA NA NA NA 2271 2847 613 2464 NA NA NA
1520028000.0 10003.0 NA 156 293 78 0 NA NA NA NA 240 391 113 0 NA NA NA NA 1637 1961 398 2375 NA NA NA NA 2448 2541 626 2536 NA NA NA
1520028000.0 10004.0 NA 175 293 74 0 NA NA NA NA 236 391 113 0 NA NA NA NA 1454 1911 409 2420 NA NA NA NA 1801 2425 641 2607 NA NA NA
1520028000.0 10005.0 NA 154 302 81 0 NA NA NA NA 236 391 113 0 NA NA NA NA 1463 1853 390 2327 NA NA NA NA 1760 2265 633 2436 NA NA NA
1520028000.0 10006.0 NA 173 299 73 0 NA NA NA NA 236 391 113 0 NA NA NA NA 1429 1864 402 2324 NA NA NA NA 1770 2261 589 2469 NA NA NA
1520028000.0 10007.0 NA 160 301 90 0 NA NA NA NA 238 391 126 0 NA NA NA NA 1522 1920 399 2342 NA NA NA NA 1880 2313 602 2516 NA NA NA
1520028000.0 10008.0 NA 154 294 90 0 NA NA NA NA 238 391 125 0 NA NA NA NA 1638 1989 445 2263 NA NA NA NA 2431 2549 652 2441 NA NA NA
1520028000.0 10009.0 NA 153 301 83 0 NA NA NA NA 238 392 125 0 NA NA NA NA 1594 1964 423 2299 NA NA NA NA 2283 2308 657 2720 NA NA NA
1520028000.0 1001.0 NA 213 109 0 0 0 0 0 NA 266 151 0 0 0 0 0 NA 2192 461 128 118 264 141 251 NA 2464 671 363 191 355 227 297
1520028000.0 1002.0 NA 229 67 NA NA NA NA NA NA 292 117 NA NA NA NA NA NA 2628 354 NA NA NA NA NA NA 2942 474 NA NA NA NA NA
1520028000.0 10023.0 NA 152 302 74 0 NA NA NA NA 238 391 113 0 NA NA NA NA 1484 1844 397 2343 NA NA NA NA 1759 2301 590 2487 NA NA NA
1520028000.0 10024.0 NA 187 312 85 0 NA NA NA NA 253 394 128 0 NA NA NA NA 1585 2207 435 2462 NA NA NA NA 1934 2658 614 2655 NA NA NA
1520028000.0 10024.1 NA 183 162 0 NA NA NA NA NA 253 210 0 NA NA NA NA NA 3029 2012 822 NA NA NA NA NA 3948 2333 989 NA NA NA NA
1520028000.0 10024.2 NA 179 312 0 NA NA NA NA NA 253 393 0 NA NA NA NA NA 2829 4846 5491 NA NA NA NA NA 3791 5263 5638 NA NA NA NA
1520028000.0 10024.3 NA 184 153 0 NA NA NA NA NA 253 204 0 NA NA NA NA NA 3280 1992 794 NA NA NA NA NA 4278 2354 1025 NA NA NA NA
1520028000.0 10024.4 NA 184 312 0 NA NA NA NA NA 253 394 0 NA NA NA NA NA 2895 4349 4461 NA NA NA NA NA 4382 5778 5137 NA NA NA NA
1520028000.0 10024.5 NA 183 160 0 NA NA NA NA NA 253 210 0 NA NA NA NA NA 3135 1975 833 NA NA NA NA NA 3843 2298 973 NA NA NA NA
1520028000.0 10024.6 NA 183 309 0 NA NA NA NA NA 253 392 0 NA NA NA NA NA 2807 4174 4871 NA NA NA NA NA 4179 5045 5385 NA NA NA NA
1520028000.0 10025.0 NA 179 302 73 0 NA NA NA NA 245 392 113 0 NA NA NA NA 2885 3663 675 4975 NA NA NA NA 3914 5610 1315 5281 NA NA NA
1520028000.0 10026.0 NA 185 316 83 0 NA NA NA NA 256 394 124 0 NA NA NA NA 3101 4808 763 4515 NA NA NA NA 4203 6413 1303 5189 NA NA NA
1520028000.0 1003.0 NA 200 0 NA NA NA NA NA NA 262 0 NA NA NA NA NA NA 2922 490 NA NA NA NA NA NA 3212 551 NA NA NA NA NA
1520028000.0 1004.0 NA 185 96 0 0 0 0 NA NA 234 136 0 0 0 0 NA NA 863 298 84 127 275 274 NA NA 1311 446 155 188 336 326 NA
1520028000.0 10042.0 NA 178 303 83 0 NA NA NA NA 244 392 127 0 NA NA NA NA 2764 4074 761 4886 NA NA NA NA 3877 5224 1209 5449 NA NA NA
1520028000.0 10059.0 NA 185 315 88 0 NA NA NA NA 259 394 124 0 NA NA NA NA 3267 5805 747 4696 NA NA NA NA 4500 6737 1196 5659 NA NA NA
1520028000.0 10071.0 NA 181 304 74 0 NA NA NA NA 246 392 114 0 NA NA NA NA 2763 4088 770 4442 NA NA NA NA 3878 5426 1402 5130 NA NA NA
1520028000.0 101.0 81 NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA 1955 NA NA NA NA NA NA NA 2381 NA NA NA NA NA NA NA
1520028000.0 1010.0 NA 26 34 0 NA NA NA NA NA 68 79 0 NA NA NA NA NA 116 168 155 NA NA NA NA NA 366 361 253 NA NA NA NA
1520028000.0 102.0 81 NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA 1516 NA NA NA NA NA NA NA 1939 NA NA NA NA NA NA NA
1520028000.0 1020.0 NA 39 NA NA NA NA NA NA NA 100 NA NA NA NA NA NA NA 258 NA NA NA NA NA NA NA 576 NA NA NA NA NA NA
1520028000.0 10224.0 NA 244 393 0 NA NA NA NA NA 336 500 0 NA NA NA NA NA 7437 8023 5217 NA NA NA NA NA 9611 10495 5712 NA NA NA NA
1520028000.0 10225.0 NA 255 400 0 NA NA NA NA NA 346 510 0 NA NA NA NA NA 7614 7988 5371 NA NA NA NA NA 11963 11337 5836 NA NA NA NA
1520028000.0 103.0 43 0 0 NA NA NA NA NA 85 0 0 NA NA NA NA NA 708 310 2397 NA NA NA NA NA 1110 551 3160 NA NA NA NA NA
1520028000.0 1030.0 NA 136 47 0 NA NA NA NA NA 233 79 0 NA NA NA NA NA 10442 247 75 NA NA NA NA NA 11309 394 398 NA NA NA NA
