Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2
1519423200.0 10008.0 NA 203 NA 482 NA 1615 NA 2323
1519423200.0 10023.0 NA 204 NA 480 NA 1562 NA 2438
1519423200.0 101.0 82 NA 148 NA 1042 NA 1378 NA
1519423200.0 1325.6 NA 90 NA 149 NA 1562 NA 4008
1519423200.0 500199.0 195 NA 399 NA 2296 NA 2028 NA
1519423200.0 507.0 42 0 77 0 414 187 862 459
