Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1520546400.0 1000.0 NA 239 152 0 58 NA NA NA NA 330 250 0 81 NA NA NA NA 6586 3169 1509 608 NA NA NA NA 7610 3510 1575 765 NA NA NA
1520546400.0 10001.0 NA 88 296 81 0 NA NA NA NA 165 348 104 0 NA NA NA NA 846 3224 526 2679 NA NA NA NA 1096 3329 638 2719 NA NA NA
1520546400.0 10002.0 NA 88 300 81 0 NA NA NA NA 165 349 104 0 NA NA NA NA 888 3261 534 2702 NA NA NA NA 1107 3387 627 2745 NA NA NA
1520546400.0 10003.0 NA 88 297 79 0 NA NA NA NA 168 349 104 0 NA NA NA NA 896 3315 526 2740 NA NA NA NA 1212 3428 628 2781 NA NA NA
1520546400.0 10004.0 NA 89 294 82 0 NA NA NA NA 165 348 104 0 NA NA NA NA 840 3183 526 2701 NA NA NA NA 1089 3322 608 2752 NA NA NA
1520546400.0 10005.0 NA 88 298 78 0 NA NA NA NA 165 349 104 0 NA NA NA NA 873 3198 529 2654 NA NA NA NA 1110 3305 637 2700 NA NA NA
1520546400.0 10006.0 NA 89 296 70 0 NA NA NA NA 168 347 103 0 NA NA NA NA 863 3195 531 2697 NA NA NA NA 1102 3318 617 2734 NA NA NA
1520546400.0 10007.0 NA 90 305 78 0 NA NA NA NA 168 349 104 0 NA NA NA NA 927 3371 532 2734 NA NA NA NA 1237 3501 640 2783 NA NA NA
1520546400.0 10008.0 NA 89 299 67 0 NA NA NA NA 168 349 104 0 NA NA NA NA 899 3354 529 2757 NA NA NA NA 1174 3499 621 2811 NA NA NA
1520546400.0 10009.0 NA 88 301 81 0 NA NA NA NA 168 350 104 0 NA NA NA NA 906 3333 541 2735 NA NA NA NA 1187 3454 653 2775 NA NA NA
1520546400.0 1001.0 NA 213 109 0 0 0 0 0 NA 286 144 0 0 0 0 0 NA 5443 1359 170 254 486 253 408 NA 7409 1707 495 308 514 296 435
1520546400.0 1002.0 NA 251 67 NA NA NA NA NA NA 325 110 NA NA NA NA NA NA 6243 919 NA NA NA NA NA NA 6407 960 NA NA NA NA NA
1520546400.0 10023.0 NA 89 309 80 0 NA NA NA NA 166 350 103 0 NA NA NA NA 850 3207 525 2715 NA NA NA NA 1148 3310 626 2750 NA NA NA
1520546400.0 10024.0 NA 103 301 72 0 NA NA NA NA 172 356 105 0 NA NA NA NA 1089 3945 545 2769 NA NA NA NA 1284 4073 630 2809 NA NA NA
1520546400.0 10024.1 NA 92 170 0 NA NA NA NA NA 172 202 0 NA NA NA NA NA 1183 1558 652 NA NA NA NA NA 1572 1900 682 NA NA NA NA
1520546400.0 10024.2 NA 95 302 0 NA NA NA NA NA 172 354 0 NA NA NA NA NA 1131 3842 2716 NA NA NA NA NA 1432 3986 2754 NA NA NA NA
1520546400.0 10024.3 NA 94 169 0 NA NA NA NA NA 172 194 0 NA NA NA NA NA 1167 1488 579 NA NA NA NA NA 1492 1577 608 NA NA NA NA
1520546400.0 10024.4 NA 92 302 0 NA NA NA NA NA 172 352 0 NA NA NA NA NA 1157 3792 2706 NA NA NA NA NA 1392 3900 2743 NA NA NA NA
1520546400.0 10024.5 NA 94 96 0 NA NA NA NA NA 172 117 0 NA NA NA NA NA 1154 828 210 NA NA NA NA NA 1465 904 238 NA NA NA NA
1520546400.0 10025.0 NA 91 308 69 0 NA NA NA NA 169 352 104 0 NA NA NA NA 982 3452 538 2732 NA NA NA NA 1225 3583 626 2768 NA NA NA
1520546400.0 10026.0 NA 104 301 71 0 NA NA NA NA 179 367 104 0 NA NA NA NA 1193 4521 540 2734 NA NA NA NA 1409 4636 636 2773 NA NA NA
1520546400.0 1003.0 NA 207 0 NA NA NA NA NA NA 285 0 NA NA NA NA NA NA 6497 1259 NA NA NA NA NA NA 18755 1811 NA NA NA NA NA
1520546400.0 1004.0 NA 188 92 0 0 NA NA NA NA 260 127 0 0 NA NA NA NA 1859 676 145 244 NA NA NA NA 3505 1310 190 293 NA NA NA
1520546400.0 10042.0 NA 89 304 79 0 NA NA NA NA 169 352 105 0 NA NA NA NA 962 3473 532 2884 NA NA NA NA 1285 3572 616 3106 NA NA NA
1520546400.0 10059.0 NA 106 299 68 0 NA NA NA NA 177 364 104 0 NA NA NA NA 1245 5122 539 2729 NA NA NA NA 1492 5255 639 2770 NA NA NA
1520546400.0 10071.0 NA 106 304 79 0 NA NA NA NA 171 355 104 0 NA NA NA NA 1045 3745 544 2710 NA NA NA NA 1274 3857 631 2747 NA NA NA
1520546400.0 101.0 86 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 2198 NA NA NA NA NA NA NA 2258 NA NA NA NA NA NA NA
1520546400.0 1010.0 NA 27 38 NA NA NA NA NA NA 97 70 NA NA NA NA NA NA 299 271 NA NA NA NA NA NA 870 352 NA NA NA NA NA
1520546400.0 102.0 86 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 1752 NA NA NA NA NA NA NA 1906 NA NA NA NA NA NA NA
1520546400.0 1020.0 NA 42 NA NA NA NA NA NA NA 110 NA NA NA NA NA NA NA 592 NA NA NA NA NA NA NA 956 NA NA NA NA NA NA
1520546400.0 10224.0 NA 170 380 0 NA NA NA NA NA 244 479 0 NA NA NA NA NA 6371 9393 2820 NA NA NA NA NA 8852 11119 2922 NA NA NA NA
1520546400.0 10225.0 NA 166 362 0 NA NA NA NA NA 235 460 0 NA NA NA NA NA 5978 8338 2796 NA NA NA NA NA 8159 9693 2959 NA NA NA NA
1520546400.0 103.0 47 0 0 NA NA NA NA NA 88 0 0 NA NA NA NA NA 1061 293 2516 NA NA NA NA NA 1240 323 2638 NA NA NA NA NA
1520546400.0 1030.0 NA 144 48 0 NA NA NA NA NA 222 77 0 NA NA NA NA NA 19975 511 124 NA NA NA NA NA 20746 556 3235 NA NA NA NA
1520546400.0 10424.0 NA 93 301 0 NA NA NA NA NA 171 355 0 NA NA NA NA NA 1139 3863 2765 NA NA NA NA NA 1826 4268 2816 NA NA NA NA
1520546400.0 105.0 60 77 38 NA NA NA NA NA 113 111 58 NA NA NA NA NA 3467 744 214 NA NA NA NA NA 3954 798 244 NA NA NA NA NA
1520546400.0 106.0 46 0 0 NA NA NA NA NA 88 0 0 NA NA NA NA NA 1065 287 2517 NA NA NA NA NA 1320 367 2679 NA NA NA NA NA
1520546400.0 107.0 62 74 229 NA NA NA NA NA 114 112 281 NA NA NA NA NA 5973 848 3096 NA NA NA NA NA 6457 1163 3210 NA NA NA NA NA
1520546400.0 108.0 63 75 231 NA NA NA NA NA 116 112 283 NA NA NA NA NA 8823 956 3334 NA NA NA NA NA 9396 1216 3457 NA NA NA NA NA
1520546400.0 10801.0 NA 161 321 76 0 NA NA NA NA 253 375 110 0 NA NA NA NA 2623 3808 783 4875 NA NA NA NA 3510 4042 880 4938 NA NA NA
1520546400.0 10802.0 NA 168 320 77 0 NA NA NA NA 253 375 110 0 NA NA NA NA 2663 4147 768 4972 NA NA NA NA 3253 4972 849 5027 NA NA NA
1520546400.0 10803.0 NA 166 328 76 0 NA NA NA NA 254 376 111 0 NA NA NA NA 2696 3877 797 4905 NA NA NA NA 3317 4019 880 4961 NA NA NA
1520546400.0 10804.0 NA 165 319 76 0 NA NA NA NA 252 375 110 0 NA NA NA NA 2533 4149 769 4935 NA NA NA NA 3423 5220 861 4996 NA NA NA
1520546400.0 10805.0 NA 164 326 76 0 NA NA NA NA 253 375 110 0 NA NA NA NA 2541 3817 827 4927 NA NA NA NA 3222 4038 929 4986 NA NA NA
1520546400.0 10806.0 NA 159 318 79 0 NA NA NA NA 252 375 110 0 NA NA NA NA 2559 3898 786 4962 NA NA NA NA 3063 4077 889 5019 NA NA NA
1520546400.0 10807.0 NA 158 323 87 0 NA NA NA NA 253 376 122 0 NA NA NA NA 2657 3925 811 4895 NA NA NA NA 3198 4067 903 4949 NA NA NA
