Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1520416800.0 10001.0 NA 103 NA NA NA 168 NA NA NA 968 NA NA NA 1135 NA NA
1520416800.0 10002.0 NA 96 NA NA NA 168 NA NA NA 982 NA NA NA 1176 NA NA
1520416800.0 10003.0 NA 109 NA NA NA 171 NA NA NA 1017 NA NA NA 1223 NA NA
1520416800.0 10004.0 NA 109 NA NA NA 168 NA NA NA 963 NA NA NA 1145 NA NA
1520416800.0 10005.0 NA 100 NA NA NA 168 NA NA NA 976 NA NA NA 1197 NA NA
1520416800.0 10006.0 NA 98 NA NA NA 170 NA NA NA 983 NA NA NA 1187 NA NA
1520416800.0 10007.0 NA 99 NA NA NA 171 NA NA NA 1072 NA NA NA 1287 NA NA
1520416800.0 10008.0 NA 108 NA NA NA 171 NA NA NA 1040 NA NA NA 1332 NA NA
1520416800.0 10009.0 NA 99 NA NA NA 171 NA NA NA 1069 NA NA NA 1294 NA NA
1520416800.0 10023.0 NA 100 NA NA NA 168 NA NA NA 1004 NA NA NA 1229 NA NA
1520416800.0 10024.0 NA 103 NA NA NA 174 NA NA NA 1298 NA NA NA 1519 NA NA
1520416800.0 10024.1 NA 104 NA NA NA 174 NA NA NA 1268 NA NA NA 4003 NA NA
1520416800.0 10024.2 NA 101 NA NA NA 174 NA NA NA 1268 NA NA NA 1648 NA NA
1520416800.0 10024.3 NA 101 NA NA NA 174 NA NA NA 1280 NA NA NA 1535 NA NA
1520416800.0 10024.4 NA 104 NA NA NA 174 NA NA NA 1276 NA NA NA 3457 NA NA
1520416800.0 10024.5 NA 104 NA NA NA 174 NA NA NA 1282 NA NA NA 3111 NA NA
1520416800.0 10025.0 NA 98 NA NA NA 171 NA NA NA 1137 NA NA NA 1368 NA NA
1520416800.0 10026.0 NA 108 NA NA NA 182 NA NA NA 1380 NA NA NA 1531 NA NA
1520416800.0 10042.0 NA 113 NA NA NA 171 NA NA NA 1123 NA NA NA 1324 NA NA
1520416800.0 10059.0 NA 123 NA NA NA 179 NA NA NA 1497 NA NA NA 2036 NA NA
1520416800.0 10071.0 NA 103 NA NA NA 173 NA NA NA 1239 NA NA NA 1809 NA NA
1520416800.0 10224.0 NA 171 NA NA NA 249 NA NA NA 7002 NA NA NA 8237 NA NA
1520416800.0 10225.0 NA 180 NA NA NA 238 NA NA NA 6659 NA NA NA 7514 NA NA
1520416800.0 103.0 51 0 NA NA 90 0 NA NA 1144 320 NA NA 1310 396 NA NA
1520416800.0 10424.0 NA 100 NA NA NA 173 NA NA NA 1240 NA NA NA 1516 NA NA
1520416800.0 105.0 64 95 44 NA 115 113 60 NA 3563 898 227 NA 4012 1027 290 NA
1520416800.0 106.0 51 0 NA NA 90 0 NA NA 1139 321 NA NA 1288 392 NA NA
1520416800.0 107.0 67 81 NA NA 116 114 NA NA 6116 974 NA NA 6669 1147 NA NA
1520416800.0 108.0 82 86 NA NA 117 114 NA NA 9810 1046 NA NA 10606 1195 NA NA
1520416800.0 10801.0 NA 187 NA NA NA 256 NA NA NA 3003 NA NA NA 3415 NA NA
1520416800.0 10802.0 NA 187 NA NA NA 256 NA NA NA 3029 NA NA NA 3515 NA NA
1520416800.0 10803.0 NA 184 NA NA NA 257 NA NA NA 3109 NA NA NA 3892 NA NA
1520416800.0 10804.0 NA 186 NA NA NA 255 NA NA NA 2949 NA NA NA 3416 NA NA
1520416800.0 10805.0 NA 182 NA NA NA 256 NA NA NA 3062 NA NA NA 3834 NA NA
1520416800.0 10806.0 NA 187 NA NA NA 255 NA NA NA 2946 NA NA NA 3525 NA NA
1520416800.0 10807.0 NA 186 NA NA NA 256 NA NA NA 3069 NA NA NA 3489 NA NA
1520416800.0 10808.0 NA 183 NA NA NA 256 NA NA NA 3200 NA NA NA 4007 NA NA
1520416800.0 10809.0 NA 188 NA NA NA 256 NA NA NA 3078 NA NA NA 3485 NA NA
1520416800.0 10823.0 NA 187 NA NA NA 256 NA NA NA 3009 NA NA NA 3464 NA NA
1520416800.0 10824.0 NA 207 NA NA NA 267 NA NA NA 3342 NA NA NA 3838 NA NA
1520416800.0 10824.1 NA 195 NA NA NA 267 NA NA NA 3420 NA NA NA 4033 NA NA
1520416800.0 10824.5 NA 196 NA NA NA 267 NA NA NA 3440 NA NA NA 3884 NA NA
1520416800.0 10824.6 NA 196 NA NA NA 267 NA NA NA 3451 NA NA NA 3926 NA NA
1520416800.0 10825.0 NA 188 NA NA NA 259 NA NA NA 3078 NA NA NA 3530 NA NA
1520416800.0 10826.0 NA 209 NA NA NA 273 NA NA NA 3567 NA NA NA 4080 NA NA
1520416800.0 10842.0 NA 189 NA NA NA 262 NA NA NA 3285 NA NA NA 3760 NA NA
1520416800.0 10859.0 NA 211 NA NA NA 274 NA NA NA 3828 NA NA NA 4368 NA NA
1520416800.0 10871.0 NA 209 NA NA NA 271 NA NA NA 3429 NA NA NA 3905 NA NA
1520416800.0 109.0 70 82 NA NA 118 115 NA NA 9409 1039 NA NA 10211 1219 NA NA
1520416800.0 110.0 61 85 NA NA 104 112 NA NA 1493 883 NA NA 1705 1017 NA NA
1520416800.0 11024.0 NA 309 NA NA NA 367 NA NA NA 16058 NA NA NA 17729 NA NA
1520416800.0 11024.6 NA 293 NA NA NA 364 NA NA NA 16007 NA NA NA 17811 NA NA
1520416800.0 11025.0 NA 293 NA NA NA 365 NA NA NA 15861 NA NA NA 17188 NA NA
1520416800.0 111.0 66 80 NA NA 116 113 NA NA 3557 747 NA NA 4106 921 NA NA
1520416800.0 112.0 69 79 NA NA 116 113 NA NA 6378 990 NA NA 6990 1174 NA NA
1520416800.0 11224.0 NA 195 NA NA NA 268 NA NA NA 3393 NA NA NA 4183 NA NA
1520416800.0 11224.6 NA 203 NA NA NA 268 NA NA NA 3264 NA NA NA 3881 NA NA
1520416800.0 113.0 82 86 NA NA 117 115 NA NA 7670 1002 NA NA 8367 1146 NA NA
1520416800.0 114.0 73 87 NA NA 116 115 NA NA 7240 1005 NA NA 7933 1136 NA NA
1520416800.0 115.0 68 80 NA NA 118 114 NA NA 7862 1026 NA NA 8586 1180 NA NA
1520416800.0 116.0 72 79 NA NA 117 114 NA NA 8451 1013 NA NA 9215 1177 NA NA
1520416800.0 11623.0 70 96 NA NA 97 132 NA NA 1944 1435 NA NA 2254 2092 NA NA
1520416800.0 11624.0 63 109 NA NA 101 135 NA NA 9567 1622 NA NA 10257 1956 NA NA
1520416800.0 11625.0 62 114 NA NA 99 135 NA NA 6855 1539 NA NA 7883 2070 NA NA
1520416800.0 11626.0 72 107 NA NA 103 137 NA NA 17039 1688 NA NA 19029 1912 NA NA
1520416800.0 11642.0 64 100 NA NA 99 134 NA NA 2814 1239 NA NA 3601 1716 NA NA
1520416800.0 117.0 73 81 NA NA 117 115 NA NA 9977 1039 NA NA 10965 1191 NA NA
1520416800.0 118.0 68 86 NA NA 118 115 NA NA 9553 1068 NA NA 10375 1230 NA NA
1520416800.0 119.0 67 84 NA NA 116 113 NA NA 5628 968 NA NA 6133 1118 NA NA
1520416800.0 12.0 NA 104 NA NA NA 177 NA NA NA 5598 NA NA NA 6098 NA NA
1520416800.0 120.0 60 78 NA NA 97 110 NA NA 1250 872 NA NA 1427 1041 NA NA
1520416800.0 12024.0 63 100 NA NA 101 135 NA NA 9704 1648 NA NA 10874 2123 NA NA
1520416800.0 121.0 82 81 NA NA 118 114 NA NA 10056 1063 NA NA 10978 1239 NA NA
1520416800.0 122.0 66 78 NA NA 114 111 NA NA 1583 535 NA NA 1779 700 NA NA
1520416800.0 125.0 78 81 NA NA 116 114 NA NA 6403 975 NA NA 7004 1125 NA NA
1520416800.0 126.0 58 79 NA NA 105 110 NA NA 2873 867 NA NA 3084 1023 NA NA
1520416800.0 127.0 56 92 NA NA 98 110 NA NA 2710 869 NA NA 3024 1086 NA NA
1520416800.0 128.0 57 79 NA NA 97 111 NA NA 1199 884 NA NA 1346 1074 NA NA
1520416800.0 129.0 58 79 NA NA 97 110 NA NA 1231 857 NA NA 1395 1089 NA NA
1520416800.0 13.0 NA 89 NA NA NA 158 NA NA NA 810 NA NA NA 1055 NA NA
1520416800.0 130.0 58 90 NA NA 104 112 NA NA 1432 881 NA NA 1952 1131 NA NA
1520416800.0 131.0 58 92 NA NA 106 111 NA NA 2988 883 NA NA 3219 1101 NA NA
1520416800.0 132.0 75 94 NA NA 114 115 NA NA 7627 1018 NA NA 8107 1173 NA NA
1520416800.0 133.0 77 83 NA NA 119 116 NA NA 11707 1098 NA NA 12316 1255 NA NA
1520416800.0 1332.0 NA 98 NA NA NA 167 NA NA NA 1134 NA NA NA 1392 NA NA
1520416800.0 1333.0 NA 95 NA NA NA 166 NA NA NA 1037 NA NA NA 1290 NA NA
1520416800.0 1334.0 NA 98 NA NA NA 168 NA NA NA 1143 NA NA NA 1436 NA NA
1520416800.0 1335.0 NA 97 NA NA NA 166 NA NA NA 1048 NA NA NA 1213 NA NA
1520416800.0 1336.0 NA 99 NA NA NA 167 NA NA NA 1275 NA NA NA 2450 NA NA
1520416800.0 1337.0 NA 96 NA NA NA 168 NA NA NA 1402 NA NA NA 1624 NA NA
1520416800.0 1338.0 NA 99 NA NA NA 167 NA NA NA 1168 NA NA NA 1470 NA NA
1520416800.0 1339.0 NA 108 NA NA NA 168 NA NA NA 1185 NA NA NA 2348 NA NA
1520416800.0 134.701 NA 33 NA NA NA 104 NA NA NA 530 NA NA NA 641 NA NA
1520416800.0 134.702 NA 34 NA NA NA 105 NA NA NA 528 NA NA NA 615 NA NA
1520416800.0 134.703 NA 41 NA NA NA 109 NA NA NA 523 NA NA NA 638 NA NA
1520416800.0 134.704 NA 35 NA NA NA 106 NA NA NA 539 NA NA NA 668 NA NA
1520416800.0 134.705 NA 38 NA NA NA 108 NA NA NA 528 NA NA NA 606 NA NA
1520416800.0 134.706 NA 36 NA NA NA 108 NA NA NA 552 NA NA NA 689 NA NA
1520416800.0 134.707 NA 37 NA NA NA 109 NA NA NA 558 NA NA NA 797 NA NA
