Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1519596000.0 1.0 60 75 NA NA NA NA NA 112 110 NA NA NA NA NA 3433 835 NA NA NA NA NA 4089 1269 NA NA NA NA NA
1519596000.0 10.0 NA 101 NA NA NA NA NA NA 176 NA NA NA NA NA NA 4839 NA NA NA NA NA NA 5581 NA NA NA NA NA
1519596000.0 10001.0 NA 101 NA NA NA NA NA NA 166 NA NA NA NA NA NA 833 NA NA NA NA NA NA 1260 NA NA NA NA NA
1519596000.0 10002.0 NA 101 NA NA NA NA NA NA 166 NA NA NA NA NA NA 820 NA NA NA NA NA NA 1298 NA NA NA NA NA
1519596000.0 10003.0 NA 103 NA NA NA NA NA NA 169 NA NA NA NA NA NA 854 NA NA NA NA NA NA 1278 NA NA NA NA NA
1519596000.0 10004.0 NA 100 NA NA NA NA NA NA 165 NA NA NA NA NA NA 848 NA NA NA NA NA NA 1280 NA NA NA NA NA
1519596000.0 10005.0 NA 101 NA NA NA NA NA NA 165 NA NA NA NA NA NA 835 NA NA NA NA NA NA 1324 NA NA NA NA NA
1519596000.0 10006.0 NA 103 NA NA NA NA NA NA 168 NA NA NA NA NA NA 830 NA NA NA NA NA NA 1271 NA NA NA NA NA
1519596000.0 10007.0 NA 104 NA NA NA NA NA NA 168 NA NA NA NA NA NA 910 NA NA NA NA NA NA 1497 NA NA NA NA NA
1519596000.0 10008.0 NA 104 NA NA NA NA NA NA 168 NA NA NA NA NA NA 872 NA NA NA NA NA NA 1347 NA NA NA NA NA
1519596000.0 10009.0 NA 103 NA NA NA NA NA NA 168 NA NA NA NA NA NA 892 NA NA NA NA NA NA 1350 NA NA NA NA NA
1519596000.0 10023.0 NA 102 NA NA NA NA NA NA 166 NA NA NA NA NA NA 840 NA NA NA NA NA NA 1361 NA NA NA NA NA
1519596000.0 10024.0 NA 109 NA NA NA NA NA NA 172 NA NA NA NA NA NA 1101 NA NA NA NA NA NA 1544 NA NA NA NA NA
1519596000.0 10024.1 NA 98 NA NA NA NA NA NA 172 NA NA NA NA NA NA 1113 NA NA NA NA NA NA 1451 NA NA NA NA NA
1519596000.0 10024.2 NA 105 NA NA NA NA NA NA 172 NA NA NA NA NA NA 1089 NA NA NA NA NA NA 1405 NA NA NA NA NA
1519596000.0 10024.3 NA 98 NA NA NA NA NA NA 172 NA NA NA NA NA NA 1110 NA NA NA NA NA NA 1459 NA NA NA NA NA
1519596000.0 10024.4 NA 98 NA NA NA NA NA NA 172 NA NA NA NA NA NA 1103 NA NA NA NA NA NA 1373 NA NA NA NA NA
1519596000.0 10024.5 NA 98 NA NA NA NA NA NA 172 NA NA NA NA NA NA 1105 NA NA NA NA NA NA 1357 NA NA NA NA NA
1519596000.0 10025.0 NA 105 NA NA NA NA NA NA 169 NA NA NA NA NA NA 944 NA NA NA NA NA NA 1374 NA NA NA NA NA
1519596000.0 10026.0 NA 110 NA NA NA NA NA NA 179 NA NA NA NA NA NA 1223 NA NA NA NA NA NA 1885 NA NA NA NA NA
1519596000.0 1004.0 NA 191 97 0 0 0 0 NA 262 129 0 0 0 0 NA 2114 655 147 254 527 522 NA 2795 1126 203 292 578 630
1519596000.0 10042.0 NA 104 NA NA NA NA NA NA 169 NA NA NA NA NA NA 966 NA NA NA NA NA NA 1407 NA NA NA NA NA
1519596000.0 10059.0 NA 109 NA NA NA NA NA NA 177 NA NA NA NA NA NA 1277 NA NA NA NA NA NA 1791 NA NA NA NA NA
1519596000.0 10071.0 NA 108 NA NA NA NA NA NA 171 NA NA NA NA NA NA 1049 NA NA NA NA NA NA 1484 NA NA NA NA NA
1519596000.0 1010.0 NA 34 49 0 NA NA NA NA 98 72 0 NA NA NA NA 240 347 293 NA NA NA NA 365 564 379 NA NA NA
1519596000.0 1020.0 NA 43 NA NA NA NA NA NA 112 NA NA NA NA NA NA 469 NA NA NA NA NA NA 563 NA NA NA NA NA
1519596000.0 10224.0 NA 162 NA NA NA NA NA NA 246 NA NA NA NA NA NA 6342 NA NA NA NA NA NA 7486 NA NA NA NA NA
1519596000.0 10225.0 NA 158 NA NA NA NA NA NA 236 NA NA NA NA NA NA 6284 NA NA NA NA NA NA 7215 NA NA NA NA NA
1519596000.0 103.0 51 0 NA NA NA NA NA 90 0 NA NA NA NA NA 1169 326 NA NA NA NA NA 1329 397 NA NA NA NA NA
1519596000.0 10424.0 NA 100 NA NA NA NA NA NA 173 NA NA NA NA NA NA 1238 NA NA NA NA NA NA 1883 NA NA NA NA NA
1519596000.0 105.0 62 95 43 NA NA NA NA 114 113 60 NA NA NA NA 3485 919 200 NA NA NA NA 4334 1014 230 NA NA NA NA
1519596000.0 106.0 50 0 NA NA NA NA NA 90 0 NA NA NA NA NA 1154 328 NA NA NA NA NA 1928 406 NA NA NA NA NA
1519596000.0 107.0 77 80 NA NA NA NA NA 115 114 NA NA NA NA NA 6241 994 NA NA NA NA NA 6952 1193 NA NA NA NA NA
1519596000.0 108.0 66 79 NA NA NA NA NA 117 114 NA NA NA NA NA 9836 1066 NA NA NA NA NA 10848 1223 NA NA NA NA NA
1519596000.0 10801.0 NA 179 NA NA NA NA NA NA 252 NA NA NA NA NA NA 2872 NA NA NA NA NA NA 3343 NA NA NA NA NA
1519596000.0 10802.0 NA 180 NA NA NA NA NA NA 252 NA NA NA NA NA NA 2945 NA NA NA NA NA NA 3403 NA NA NA NA NA
1519596000.0 10803.0 NA 185 NA NA NA NA NA NA 253 NA NA NA NA NA NA 2974 NA NA NA NA NA NA 3446 NA NA NA NA NA
1519596000.0 10804.0 NA 182 NA NA NA NA NA NA 251 NA NA NA NA NA NA 2840 NA NA NA NA NA NA 3274 NA NA NA NA NA
1519596000.0 10805.0 NA 183 NA NA NA NA NA NA 252 NA NA NA NA NA NA 2901 NA NA NA NA NA NA 3354 NA NA NA NA NA
1519596000.0 10806.0 NA 182 NA NA NA NA NA NA 251 NA NA NA NA NA NA 2856 NA NA NA NA NA NA 3320 NA NA NA NA NA
1519596000.0 10807.0 NA 183 NA NA NA NA NA NA 252 NA NA NA NA NA NA 2999 NA NA NA NA NA NA 3485 NA NA NA NA NA
1519596000.0 10808.0 NA 183 NA NA NA NA NA NA 252 NA NA NA NA NA NA 3033 NA NA NA NA NA NA 3470 NA NA NA NA NA
1519596000.0 10809.0 NA 181 NA NA NA NA NA NA 253 NA NA NA NA NA NA 3029 NA NA NA NA NA NA 3442 NA NA NA NA NA
1519596000.0 10823.0 NA 178 NA NA NA NA NA NA 252 NA NA NA NA NA NA 2945 NA NA NA NA NA NA 3395 NA NA NA NA NA
1519596000.0 10824.0 NA 193 NA NA NA NA NA NA 262 NA NA NA NA NA NA 3314 NA NA NA NA NA NA 3789 NA NA NA NA NA
1519596000.0 10824.1 NA 189 NA NA NA NA NA NA 262 NA NA NA NA NA NA 3381 NA NA NA NA NA NA 3886 NA NA NA NA NA
1519596000.0 10824.5 NA 189 NA NA NA NA NA NA 262 NA NA NA NA NA NA 3388 NA NA NA NA NA NA 3901 NA NA NA NA NA
1519596000.0 10824.6 NA 189 NA NA NA NA NA NA 262 NA NA NA NA NA NA 3323 NA NA NA NA NA NA 3796 NA NA NA NA NA
1519596000.0 10825.0 NA 183 NA NA NA NA NA NA 254 NA NA NA NA NA NA 3050 NA NA NA NA NA NA 3510 NA NA NA NA NA
1519596000.0 10826.0 NA 196 NA NA NA NA NA NA 269 NA NA NA NA NA NA 3475 NA NA NA NA NA NA 3968 NA NA NA NA NA
1519596000.0 10842.0 NA 186 NA NA NA NA NA NA 258 NA NA NA NA NA NA 3215 NA NA NA NA NA NA 3726 NA NA NA NA NA
1519596000.0 10859.0 NA 199 NA NA NA NA NA NA 270 NA NA NA NA NA NA 3755 NA NA NA NA NA NA 4289 NA NA NA NA NA
1519596000.0 10871.0 NA 199 NA NA NA NA NA NA 266 NA NA NA NA NA NA 3360 NA NA NA NA NA NA 3860 NA NA NA NA NA
1519596000.0 109.0 69 80 NA NA NA NA NA 117 115 NA NA NA NA NA 9368 1057 NA NA NA NA NA 10351 1222 NA NA NA NA NA
1519596000.0 11.0 NA 90 NA NA NA NA NA NA 162 NA NA NA NA NA NA 3575 NA NA NA NA NA NA 4130 NA NA NA NA NA
1519596000.0 110.0 60 82 NA NA NA NA NA 104 112 NA NA NA NA NA 1478 896 NA NA NA NA NA 2080 1047 NA NA NA NA NA
1519596000.0 1102.0 NA 108 NA NA NA NA NA NA 176 NA NA NA NA NA NA 7010 NA NA NA NA NA NA 7761 NA NA NA NA NA
1519596000.0 11024.0 NA 287 NA NA NA NA NA NA 362 NA NA NA NA NA NA 16401 NA NA NA NA NA NA 18301 NA NA NA NA NA
1519596000.0 11024.6 NA 298 NA NA NA NA NA NA 364 NA NA NA NA NA NA 16762 NA NA NA NA NA NA 18546 NA NA NA NA NA
1519596000.0 11025.0 NA 278 NA NA NA NA NA NA 355 NA NA NA NA NA NA 15644 NA NA NA NA NA NA 17372 NA NA NA NA NA
1519596000.0 111.0 66 80 NA NA NA NA NA 115 113 NA NA NA NA NA 3488 757 NA NA NA NA NA 3904 936 NA NA NA NA NA
1519596000.0 112.0 63 80 NA NA NA NA NA 115 113 NA NA NA NA NA 6416 994 NA NA NA NA NA 7167 1188 NA NA NA NA NA
1519596000.0 11224.0 NA 190 NA NA NA NA NA NA 264 NA NA NA NA NA NA 3270 NA NA NA NA NA NA 3971 NA NA NA NA NA
1519596000.0 11224.6 NA 190 NA NA NA NA NA NA 264 NA NA NA NA NA NA 3279 NA NA NA NA NA NA 4058 NA NA NA NA NA
1519596000.0 113.0 80 83 NA NA NA NA NA 117 115 NA NA NA NA NA 7708 1032 NA NA NA NA NA 8571 1195 NA NA NA NA NA
1519596000.0 114.0 66 82 NA NA NA NA NA 116 115 NA NA NA NA NA 7173 1029 NA NA NA NA NA 7895 1193 NA NA NA NA NA
1519596000.0 115.0 70 85 NA NA NA NA NA 117 114 NA NA NA NA NA 7807 1055 NA NA NA NA NA 8657 1242 NA NA NA NA NA
1519596000.0 116.0 68 82 NA NA NA NA NA 116 114 NA NA NA NA NA 8494 1039 NA NA NA NA NA 9417 1208 NA NA NA NA NA
1519596000.0 11623.0 59 97 NA NA NA NA NA 96 131 NA NA NA NA NA 1976 1503 NA NA NA NA NA 2299 1725 NA NA NA NA NA
1519596000.0 11624.0 62 109 NA NA NA NA NA 100 135 NA NA NA NA NA 9543 1733 NA NA NA NA NA 10594 2106 NA NA NA NA NA
1519596000.0 11625.0 64 112 NA NA NA NA NA 99 135 NA NA NA NA NA 6723 1634 NA NA NA NA NA 7475 1997 NA NA NA NA NA
1519596000.0 11626.0 67 101 NA NA NA NA NA 102 137 NA NA NA NA NA 16975 1859 NA NA NA NA NA 18981 2543 NA NA NA NA NA
1519596000.0 11642.0 63 101 NA NA NA NA NA 98 134 NA NA NA NA NA 2821 1274 NA NA NA NA NA 3239 1515 NA NA NA NA NA
1519596000.0 117.0 71 83 NA NA NA NA NA 117 115 NA NA NA NA NA 9875 1055 NA NA NA NA NA 10923 1226 NA NA NA NA NA
1519596000.0 118.0 67 80 NA NA NA NA NA 117 115 NA NA NA NA NA 9536 1072 NA NA NA NA NA 10612 1248 NA NA NA NA NA
1519596000.0 119.0 67 79 NA NA NA NA NA 115 113 NA NA NA NA NA 5598 978 NA NA NA NA NA 6206 1148 NA NA NA NA NA
1519596000.0 12.0 NA 102 NA NA NA NA NA NA 177 NA NA NA NA NA NA 5648 NA NA NA NA NA NA 6311 NA NA NA NA NA
1519596000.0 120.0 59 78 NA NA NA NA NA 96 110 NA NA NA NA NA 1264 887 NA NA NA NA NA 1960 1071 NA NA NA NA NA
1519596000.0 12024.0 64 102 NA NA NA NA NA 100 135 NA NA NA NA NA 9627 1736 NA NA NA NA NA 10895 2595 NA NA NA NA NA
1519596000.0 121.0 79 82 NA NA NA NA NA 118 114 NA NA NA NA NA 9933 1098 NA NA NA NA NA 10889 1256 NA NA NA NA NA
1519596000.0 122.0 65 78 NA NA NA NA NA 113 111 NA NA NA NA NA 1599 546 NA NA NA NA NA 2720 687 NA NA NA NA NA
1519596000.0 125.0 67 80 NA NA NA NA NA 115 114 NA NA NA NA NA 6408 1008 NA NA NA NA NA 7143 1168 NA NA NA NA NA
1519596000.0 126.0 53 74 NA NA NA NA NA 102 108 NA NA NA NA NA 2345 771 NA NA NA NA NA 2912 912 NA NA NA NA NA
1519596000.0 127.0 52 74 NA NA NA NA NA 96 108 NA NA NA NA NA 2255 775 NA NA NA NA NA 2756 920 NA NA NA NA NA
1519596000.0 128.0 55 75 NA NA NA NA NA 94 109 NA NA NA NA NA 1140 777 NA NA NA NA NA 1351 961 NA NA NA NA NA
