Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1520431200.0 10001.0 NA 96 312 87 0 NA 168 353 106 0 NA 971 3568 525 2725 NA 1173 4075 600 2766
1520431200.0 10002.0 NA 93 311 87 0 NA 168 353 106 0 NA 974 3427 535 2700 NA 1169 3581 602 2738
1520431200.0 10003.0 NA 105 310 87 0 NA 171 354 106 0 NA 1010 3651 529 2743 NA 1210 3851 593 2789
1520431200.0 10004.0 NA 95 315 84 0 NA 168 353 106 0 NA 982 3374 527 2710 NA 1194 3510 593 2750
1520431200.0 10005.0 NA 96 316 76 0 NA 168 353 106 0 NA 972 3431 533 2738 NA 1187 3540 612 2776
1520431200.0 10006.0 NA 96 308 87 0 NA 170 352 106 0 NA 982 3734 593 2710 NA 1189 4192 876 2751
1520431200.0 10007.0 NA 97 309 87 0 NA 171 354 106 0 NA 1056 3955 523 2750 NA 1264 4259 608 2794
1520431200.0 10008.0 NA 97 311 87 0 NA 171 354 106 0 NA 1040 3917 527 2742 NA 1249 4207 608 3116
1520431200.0 10009.0 NA 95 310 87 0 NA 171 354 106 0 NA 1064 4010 524 2740 NA 1283 4408 600 2779
1520431200.0 10023.0 NA 96 313 83 0 NA 168 355 106 0 NA 999 3788 527 2735 NA 1245 4203 610 2772
1520431200.0 10024.0 NA 101 317 88 0 NA 174 361 107 0 NA 1394 4555 538 2837 NA 1981 4860 609 2882
1520431200.0 10024.1 NA 100 175 0 NA NA 174 205 0 NA NA 1291 1620 742 NA NA 2198 1737 780 NA
1520431200.0 10024.2 NA 113 314 0 NA NA 174 359 0 NA NA 1335 4151 2783 NA NA 1865 4287 2846 NA
1520431200.0 10024.3 NA 111 167 0 NA NA 174 196 0 NA NA 1341 1603 660 NA NA 2245 1704 700 NA
1520431200.0 10024.4 NA 100 315 0 NA NA 174 357 0 NA NA 1284 4130 2771 NA NA 1923 4252 2810 NA
1520431200.0 10024.5 NA 103 90 0 NA NA 174 119 0 NA NA 1260 914 262 NA NA 1718 1027 300 NA
1520431200.0 10025.0 NA 97 314 87 0 NA 171 356 106 0 NA 1116 3891 529 2781 NA 1324 4215 610 2820
1520431200.0 10026.0 NA 108 317 87 0 NA 182 372 107 0 NA 1383 5414 545 2839 NA 1598 5707 621 2876
1520431200.0 10042.0 NA 103 314 88 0 NA 171 357 107 0 NA 1148 3958 526 2790 NA 1366 4249 609 2836
1520431200.0 10059.0 NA 123 316 88 0 NA 179 369 106 0 NA 1487 6293 538 2846 NA 1691 6597 614 2891
1520431200.0 10071.0 NA 112 315 86 0 NA 173 360 106 0 NA 1258 4321 537 2808 NA 1465 4604 621 2845
1520431200.0 101.0 92 NA NA NA NA 141 NA NA NA NA 2168 NA NA NA NA 2216 NA NA NA NA
1520431200.0 102.0 98 NA NA NA NA 141 NA NA NA NA 1755 NA NA NA NA 1803 NA NA NA NA
1520431200.0 10224.0 NA 165 374 0 NA NA 246 477 0 NA NA 6467 9022 2679 NA NA 10561 9849 2736 NA
1520431200.0 10225.0 NA 162 364 0 NA NA 238 460 0 NA NA 6196 8007 2819 NA NA 9816 8347 2867 NA
1520431200.0 103.0 47 0 0 NA NA 88 0 0 NA NA 1071 344 2477 NA NA 1266 432 2603 NA NA
1520431200.0 10424.0 NA 104 299 0 NA NA 171 354 0 NA NA 1108 3934 2811 NA NA 1424 4203 3007 NA
1520431200.0 105.0 59 77 38 NA NA 113 111 58 NA NA 3459 806 211 NA NA 3733 903 245 NA NA
1520431200.0 106.0 46 0 0 NA NA 88 0 0 NA NA 1056 343 2514 NA NA 1277 415 2620 NA NA
1520431200.0 107.0 62 74 225 NA NA 114 112 281 NA NA 5866 884 3129 NA NA 6845 1059 3247 NA NA
1520431200.0 108.0 68 73 229 NA NA 115 112 283 NA NA 8987 924 3300 NA NA 12887 1099 3427 NA NA
1520431200.0 10801.0 NA 162 322 85 0 NA 253 375 110 0 NA 2568 4001 874 4924 NA 3286 4457 954 4974
1520431200.0 10802.0 NA 165 323 87 0 NA 253 375 110 0 NA 2636 4059 818 5084 NA 3491 4508 908 5312
1520431200.0 10803.0 NA 164 318 88 0 NA 254 376 111 0 NA 2643 3917 882 4949 NA 3416 4042 994 5002
1520431200.0 10804.0 NA 161 321 87 0 NA 252 375 110 0 NA 2560 4000 780 4918 NA 3309 4825 880 4970
1520431200.0 10805.0 NA 161 322 89 0 NA 253 375 110 0 NA 2625 3883 904 4927 NA 3437 4130 986 4994
1520431200.0 10806.0 NA 162 319 90 0 NA 252 375 110 0 NA 2475 3799 895 4904 NA 2894 3943 954 4954
1520431200.0 10807.0 NA 167 322 89 0 NA 253 376 122 0 NA 2614 3955 829 4748 NA 2981 4097 908 4791
1520431200.0 10808.0 NA 163 323 100 0 NA 253 376 122 0 NA 2741 4046 817 4722 NA 3628 4172 884 4762
1520431200.0 10809.0 NA 165 324 87 0 NA 253 376 121 0 NA 2706 4204 852 5055 NA 3489 4679 945 5127
1520431200.0 10823.0 NA 160 320 78 0 NA 253 376 110 0 NA 2546 3860 762 4993 NA 3192 4002 845 5042
1520431200.0 10824.0 NA 177 328 92 0 NA 264 382 123 0 NA 2957 4482 966 5041 NA 3520 4888 1047 5090
1520431200.0 10824.1 NA 169 172 0 NA NA 264 209 0 NA NA 2941 1777 701 NA NA 3341 1895 735 NA
1520431200.0 10824.5 NA 169 98 0 NA NA 264 128 0 NA NA 2933 1183 258 NA NA 3323 1267 288 NA
1520431200.0 10824.6 NA 177 325 99 0 NA 264 382 123 0 NA 2964 4380 983 4974 NA 3355 4526 1068 5029
1520431200.0 10825.0 NA 171 325 79 0 NA 256 378 110 0 NA 2647 4183 831 5019 NA 3004 4827 933 5079
1520431200.0 10826.0 NA 185 327 97 0 NA 270 390 120 0 NA 3112 4849 941 4852 NA 3479 4982 1020 4899
1520431200.0 10842.0 NA 172 325 99 0 NA 259 380 123 0 NA 2796 4230 885 4956 NA 3389 4516 984 5007
1520431200.0 10859.0 NA 188 326 91 0 NA 272 392 120 0 NA 3366 6946 1004 5142 NA 4094 7223 1097 5187
1520431200.0 10871.0 NA 183 325 100 0 NA 267 389 120 0 NA 2984 4473 850 5000 NA 3304 4633 966 5061
1520431200.0 109.0 68 73 231 NA NA 116 113 283 NA NA 8508 948 3356 NA NA 12520 1128 3605 NA NA
1520431200.0 110.0 58 73 231 NA NA 103 110 280 NA NA 1336 810 2881 NA NA 1573 965 2981 NA NA
1520431200.0 11024.0 NA 289 432 0 NA NA 362 536 0 NA NA 14273 13336 5114 NA NA 17597 13719 5161 NA
1520431200.0 11024.6 NA 288 430 0 NA NA 360 536 0 NA NA 14050 13077 5137 NA NA 17450 13335 5185 NA
1520431200.0 11025.0 NA 277 436 0 NA NA 363 536 0 NA NA 14170 11745 5087 NA NA 17540 12209 5136 NA
1520431200.0 111.0 62 76 242 NA NA 114 111 281 NA NA 3497 713 2722 NA NA 3771 837 2834 NA NA
1520431200.0 112.0 60 72 236 NA NA 114 111 281 NA NA 6573 894 3039 NA NA 7595 1070 3158 NA NA
1520431200.0 11224.0 NA 170 326 0 NA NA 265 387 0 NA NA 2970 4416 5023 NA NA 3505 4594 5076 NA
1520431200.0 11224.6 NA 170 326 0 NA NA 265 387 0 NA NA 2955 4465 5051 NA NA 3533 4587 5129 NA
1520431200.0 113.0 67 72 233 NA NA 115 112 282 NA NA 7570 928 3226 NA NA 11564 1117 3468 NA NA
1520431200.0 114.0 67 73 229 NA NA 115 112 282 NA NA 7127 933 3140 NA NA 11091 1137 3277 NA NA
1520431200.0 115.0 68 75 233 NA NA 116 112 283 NA NA 7522 967 3270 NA NA 11502 1168 3412 NA NA
1520431200.0 116.0 68 72 228 NA NA 115 111 282 NA NA 7984 940 3270 NA NA 11887 1143 3521 NA NA
1520431200.0 11623.0 55 93 293 68 0 95 129 351 103 0 1766 1243 3704 602 3086 2009 1529 4009 688 3130
1520431200.0 11624.0 61 97 304 70 0 99 133 356 104 0 8082 1451 4150 633 2946 12095 1766 4289 750 2986
1520431200.0 11625.0 61 97 301 68 0 98 133 354 104 0 5637 1397 4020 590 2994 9476 1708 4274 676 3041
1520431200.0 11626.0 62 98 302 82 0 101 134 359 104 0 14021 1507 4802 584 2995 18344 1817 5033 663 3044
1520431200.0 11642.0 57 96 300 71 0 97 132 354 105 0 2471 1147 3797 617 2988 3046 1461 4185 702 3034
1520431200.0 117.0 68 74 230 NA NA 115 113 283 NA NA 9537 940 3341 NA NA 13597 1132 3511 NA NA
1520431200.0 118.0 68 73 228 NA NA 116 113 283 NA NA 8741 957 3426 NA NA 12727 1129 3562 NA NA
1520431200.0 119.0 61 72 243 NA NA 114 111 281 NA NA 5571 866 2830 NA NA 6268 1037 2909 NA NA
1520431200.0 12.0 NA 98 235 0 NA NA 175 299 0 NA NA 4396 6711 1210 NA NA 4889 6835 1247 NA
1520431200.0 120.0 57 73 229 NA NA 95 108 280 NA NA 1141 811 2926 NA NA 1337 932 3051 NA NA
1520431200.0 12024.0 61 106 301 0 NA 99 133 356 0 NA 8071 1434 4142 2924 NA 11992 1991 4271 2968 NA
1520431200.0 121.0 66 73 231 NA NA 117 112 283 NA NA 9226 1000 3372 NA NA 13282 1229 3509 NA NA
