Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1520460000.0 136.722 72 340 0 135 465 0 1618 13035 1366 3584 6496 1511
1520460000.0 136.723 70 323 0 136 419 0 1782 12188 1400 3927 6128 1568
1520460000.0 136.725 71 364 0 136 509 0 1642 13169 1424 3544 6613 1617
1520460000.0 136.727 131 357 0 245 498 0 2119 13649 1492 3690 6715 1719
1520460000.0 136.731 71 358 0 137 508 0 1694 13495 1492 3827 6707 1689
1520460000.0 136.732 72 320 0 135 435 0 1526 10676 1222 3328 7499 1329
1520460000.0 136.7321 85 342 0 149 439 0 670 9649 769 826 7328 825
1520460000.0 136.778 73 331 0 134 425 0 1771 13545 1201 3607 8143 1299
