Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1520935200.0 10801.0 226 356 74 0 477 483 124 0 1310 1682 349 1843 1291 1713 431 1920
1520935200.0 10803.0 232 357 76 0 478 486 124 0 1301 1717 427 1849 1833 1709 410 1913
1520935200.0 10804.0 213 354 82 0 484 477 124 0 1397 1687 411 1834 1243 1830 619 1908
1520935200.0 10805.0 227 361 84 0 484 476 124 0 1279 1820 439 1848 1233 2076 440 1909
1520935200.0 10806.0 223 337 78 0 475 506 124 0 1279 1846 548 1853 1375 2278 834 1936
1520935200.0 10807.0 227 359 95 0 484 465 134 0 1334 1770 369 1827 1801 2354 489 1887
1520935200.0 10808.0 230 362 88 0 487 481 136 0 1345 1740 370 1881 2336 1726 447 1947
1520935200.0 10823.0 220 357 75 0 476 482 124 0 1326 1715 820 1866 1221 1738 921 1933
1520935200.0 10824.0 239 378 95 0 473 483 135 0 1443 1984 385 1900 1291 1914 498 1973
1520935200.0 10824.6 246 355 86 0 477 487 136 0 1436 2126 430 1905 1203 2435 650 1988
1520935200.0 10825.0 233 363 83 0 477 505 124 0 1330 1770 376 1837 1285 1807 531 1920
1520935200.0 10826.0 258 383 90 0 468 524 133 0 1595 2144 421 1885 1668 1932 532 1963
1520935200.0 10842.0 235 348 84 0 477 477 136 0 1476 1991 390 1874 1639 2277 481 1936
1520935200.0 10859.0 256 307 95 0 480 524 134 0 1569 3083 384 1887 1500 2689 448 1978
1520935200.0 10871.0 247 380 95 0 476 497 133 0 1449 2034 486 1939 1348 1914 590 2081
1520935200.0 11024.0 488 731 0 NA 651 997 0 NA 5557 5245 1936 NA 3342 3728 2024 NA
1520935200.0 11024.6 474 679 0 NA 664 1001 0 NA 5889 6073 1893 NA 3468 4156 1983 NA
1520935200.0 11025.0 465 667 0 NA 651 1017 0 NA 5683 4867 1921 NA 3599 3090 2007 NA
1520935200.0 11224.0 229 369 0 NA 481 488 0 NA 1571 1965 1902 NA 1599 2048 1990 NA
1520935200.0 11224.6 243 369 0 NA 484 524 0 NA 1406 1964 1879 NA 1306 2177 1962 NA
