Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1520503200.0 136.722 NA 77 398 0 NA 142 476 0 NA 1559 14940 1677 NA 2691 7253 2047
1520503200.0 136.723 NA 76 351 0 NA 141 423 0 NA 1505 14726 1610 NA 2510 8185 1913
1520503200.0 136.724 NA 73 400 0 NA 138 478 0 NA 1217 16349 1814 NA 2762 8118 2755
1520503200.0 136.725 NA 77 439 0 NA 143 516 0 NA 1319 16593 2767 NA 3638 7437 2821
1520503200.0 136.726 NA 74 354 0 NA 137 432 0 NA 1522 15677 1606 NA 2879 8216 1833
1520503200.0 136.727 NA 192 418 0 NA 248 494 0 NA 3240 16686 2825 NA 2456 7788 2899
1520503200.0 136.729 NA 74 356 0 NA 139 430 0 NA 1352 15107 2039 NA 2692 8027 2180
1520503200.0 136.73 NA 74 408 0 NA 138 499 0 NA 1728 15115 2279 NA 3253 7785 2462
1520503200.0 136.731 NA 75 438 0 NA 139 520 0 NA 1564 14989 1670 NA 3439 7276 1899
1520503200.0 136.732 NA 77 348 0 NA 141 426 0 NA 1680 12390 1890 NA 3535 6480 1997
1520503200.0 136.7321 NA 93 367 0 NA 153 445 0 NA 1298 12167 1913 NA 1346 7498 2031
1520503200.0 136.734 NA 74 364 0 NA 140 437 0 NA 1762 14905 1640 NA 3317 7399 1959
1520503200.0 136.769 NA 76 374 0 NA 142 454 0 NA 1904 21169 1668 NA 3045 9537 1891
1520503200.0 136.771 NA 78 369 0 NA 141 450 0 NA 1844 21801 1594 NA 2730 9607 1905
1520503200.0 136.778 NA 79 357 0 NA 139 432 0 NA 2001 15883 1985 NA 3647 8417 2174
1520503200.0 552.0 0 NA NA NA 0 NA NA NA 281 NA NA NA 356 NA NA NA
1520503200.0 554.0 0 NA NA NA 0 NA NA NA 229 NA NA NA 266 NA NA NA
1520503200.0 556.0 0 NA NA NA 0 NA NA NA 144 NA NA NA 227 NA NA NA
1520503200.0 562.0 0 NA NA NA 0 NA NA NA 2974 NA NA NA 6035 NA NA NA
