Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2
1520287200.0 1.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 103.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 105.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 106.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 107.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 108.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 10823.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 10824.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 10825.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 10826.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 10842.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 109.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 110.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 111.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 112.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 11224.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 113.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 114.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 115.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 116.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 11623.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 11624.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 11625.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 11626.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 11642.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 117.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 118.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 119.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 120.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 12024.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 121.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 122.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 125.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 126.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 127.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 128.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 129.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 130.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 1301.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 1302.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 1303.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 131.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 132.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 1325.6 NA 0 NA 0 NA 0 NA 0
1520287200.0 1325.7 NA 0 NA 0 NA 0 NA 0
1520287200.0 1325.8 NA 0 NA 0 NA 0 NA 0
1520287200.0 1329.1 NA 0 NA 0 NA 0 NA 0
1520287200.0 133.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 134.701 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.702 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.703 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.704 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.705 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.706 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.707 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.708 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.709 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.71 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.801 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.802 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.803 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.804 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.805 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.806 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.807 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.808 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.809 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.81 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.811 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.812 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.901 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.902 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.903 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.904 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.905 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.906 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.907 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.908 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.909 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.91 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.911 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.912 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.99601 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.99602 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.99603 NA 0 NA 0 NA 0 NA 0
1520287200.0 134.99901 NA 0 NA 0 NA 0 NA 0
1520287200.0 135.8 0 NA 0 NA 0 NA 0 NA
1520287200.0 1356.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 136.7722 NA 0 NA 0 NA 0 NA 0
1520287200.0 1360.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 1361.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 1361.17 0 NA 0 NA 0 NA 0 NA
1520287200.0 1362.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 1362.17 0 NA 0 NA 0 NA 0 NA
1520287200.0 1363.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 1363.17 0 NA 0 NA 0 NA 0 NA
1520287200.0 140.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 145.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 148.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 149.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 150.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 2.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 20034.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 20034.1 0 NA 0 NA 0 NA 0 NA
1520287200.0 20034.2 0 NA 0 NA 0 NA 0 NA
1520287200.0 204.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 20434.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 20834.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 20834.2 0 NA 0 NA 0 NA 0 NA
1520287200.0 250200.1 0 NA 0 NA 0 NA 0 NA
1520287200.0 250200.117 0 NA 0 NA 0 NA 0 NA
1520287200.0 25210.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 25211.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 25211.17 0 NA 0 NA 0 NA 0 NA
1520287200.0 25212.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 25212.17 0 NA 0 NA 0 NA 0 NA
1520287200.0 25213.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 25213.17 0 NA 0 NA 0 NA 0 NA
1520287200.0 280.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 281.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 3.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 300.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 301.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 302.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 34.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 4.17 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.23 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.24 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.25 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.26 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.27 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.28 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.29 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.34 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.36 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.37 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.4 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.41 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.42 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.43 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.44 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.45 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.51 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.52 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.53 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.54 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.55 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.57 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.58 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.61 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.62 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.63 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.64 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.65 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.67 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.68 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.71 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.72 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.73 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.74 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.75 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.76 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.77 NA 0 NA 0 NA 0 NA 0
1520287200.0 4.78 NA 0 NA 0 NA 0 NA 0
1520287200.0 4006.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 4007.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 4008.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 500200.1 0 NA 0 NA 0 NA 0 NA
1520287200.0 512.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 513.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 514.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 515.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 516.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 517.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 518.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 519.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 520.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 521.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 522.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 523.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 524.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 525.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 526.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 527.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 528.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 529.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 530.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 551.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 552.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 554.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 555.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 556.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 562.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 7.0 0 NA 0 NA 0 NA 0 NA
1520287200.0 7.1 0 NA 0 NA 0 NA 0 NA
1520287200.0 7.2 0 NA 0 NA 0 NA 0 NA
1520287200.0 7.3 0 NA 0 NA 0 NA 0 NA
1520287200.0 7.4 0 NA 0 NA 0 NA 0 NA
