Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1520416800.0 1.0 59 70 152 NA NA NA NA NA 112 134 231 NA NA NA NA NA 3904 686 1685 NA NA NA NA NA 4568 865 2066 NA NA NA NA NA
1520416800.0 10.0 NA 105 231 0 NA NA NA NA NA 154 313 0 NA NA NA NA NA 2073 2929 519 NA NA NA NA NA 2327 3299 665 NA NA NA NA
1520416800.0 1000.0 NA 232 150 0 51 NA NA NA NA 318 233 0 83 NA NA NA NA 2726 1376 707 304 NA NA NA NA 3305 2157 886 468 NA NA NA
1520416800.0 10001.0 NA 171 305 82 0 NA NA NA NA 237 406 113 0 NA NA NA NA 1812 2534 561 2645 NA NA NA NA 3084 3300 1131 2857 NA NA NA
1520416800.0 10002.0 NA 174 305 80 0 NA NA NA NA 238 406 113 0 NA NA NA NA 1824 2565 509 2591 NA NA NA NA 3258 3321 934 2791 NA NA NA
1520416800.0 10003.0 NA 178 307 82 0 NA NA NA NA 239 406 113 0 NA NA NA NA 1733 2500 561 2686 NA NA NA NA 2318 3089 1156 2942 NA NA NA
1520416800.0 10004.0 NA 172 304 82 0 NA NA NA NA 236 406 113 0 NA NA NA NA 1625 2534 497 2568 NA NA NA NA 2095 3399 833 2744 NA NA NA
1520416800.0 10005.0 NA 171 305 77 0 NA NA NA NA 236 406 113 0 NA NA NA NA 1661 2614 529 2559 NA NA NA NA 2200 3774 1069 2741 NA NA NA
1520416800.0 10006.0 NA 171 296 81 0 NA NA NA NA 236 406 113 0 NA NA NA NA 1754 2643 504 2594 NA NA NA NA 2220 3682 793 2812 NA NA NA
1520416800.0 10007.0 NA 154 306 92 0 NA NA NA NA 237 406 126 0 NA NA NA NA 1825 2579 561 2627 NA NA NA NA 2612 3365 963 2837 NA NA NA
1520416800.0 10008.0 NA 154 299 82 0 NA NA NA NA 238 406 125 0 NA NA NA NA 1766 2631 536 2590 NA NA NA NA 2493 3349 963 2882 NA NA NA
1520416800.0 10009.0 NA 153 299 88 0 NA NA NA NA 238 406 125 0 NA NA NA NA 1878 2681 526 2648 NA NA NA NA 2878 3856 913 2868 NA NA NA
