Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1520848800.0 1.0 60 80 150 NA NA 112 134 231 NA NA 1771 482 999 NA NA 2065 627 1336 NA NA
1520848800.0 10002.0 NA 163 297 73 0 NA 238 406 113 0 NA 2710 4028 724 4651 NA 4009 5152 1088 5503
1520848800.0 10005.0 NA 157 295 77 0 NA 236 406 113 0 NA 2977 3972 717 4788 NA 4048 4957 1273 5580
1520848800.0 10024.0 NA 183 319 93 0 NA 253 409 128 0 NA 3119 5293 860 4714 NA 3842 5721 1135 5476
1520848800.0 101.0 83 NA NA NA NA 148 NA NA NA NA 1380 NA NA NA NA 1683 NA NA NA NA
1520848800.0 1010.0 NA 26 35 0 NA NA 68 79 0 NA NA 248 305 301 NA NA 854 779 588 NA
1520848800.0 1020.0 NA 35 NA NA NA NA 100 NA NA NA NA 449 NA NA NA NA 896 NA NA NA
1520848800.0 1030.0 NA 135 45 0 NA NA 235 78 0 NA NA 15296 447 149 NA NA 18531 659 605 NA
1520848800.0 105.0 60 81 29 NA NA 112 135 60 NA NA 2063 591 166 NA NA 2461 796 331 NA NA
1520848800.0 106.0 43 0 0 NA NA 85 0 0 NA NA 614 229 1754 NA NA 1301 367 2314 NA NA
1520848800.0 108.0 65 73 223 NA NA 115 135 295 NA NA 5478 600 2245 NA NA 6660 902 2924 NA NA
1520848800.0 118.0 62 74 221 NA NA 116 135 297 NA NA 7307 935 3600 NA NA 8643 1329 4905 NA NA
1520848800.0 119.0 62 72 219 NA NA 113 135 293 NA NA 4367 969 3353 NA NA 5299 1445 4302 NA NA
1520848800.0 120.0 50 73 216 NA NA 100 134 290 NA NA 827 880 3009 NA NA 1602 1219 4660 NA NA
1520848800.0 121.0 62 71 221 NA NA 116 135 296 NA NA 7479 1006 3537 NA NA 8583 1432 4778 NA NA
1520848800.0 125.0 61 68 219 NA NA 113 135 293 NA NA 5020 951 3267 NA NA 6200 1479 4919 NA NA
1520848800.0 127.0 49 66 214 NA NA 100 134 290 NA NA 1842 866 3076 NA NA 2470 1347 4452 NA NA
1520848800.0 128.0 50 67 212 NA NA 92 134 289 NA NA 833 855 3202 NA NA 1587 1347 4802 NA NA
