Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1520892000.0 1.0 98 87 165 NA NA 186 360 259 NA NA 1750 508 840 NA NA 1672 869 1669 NA NA
1520892000.0 10024.5 NA 126 79 0 NA NA 379 173 0 NA NA 557 314 198 NA NA 584 422 2412 NA
1520892000.0 101.0 85 NA NA NA NA 154 NA NA NA NA 939 NA NA NA NA 1196 NA NA NA NA
1520892000.0 1010.0 NA 27 70 0 NA NA 72 119 0 NA NA 110 213 102 NA NA 710 881 171 NA
1520892000.0 102.0 85 NA NA NA NA 152 NA NA NA NA 752 NA NA NA NA 1029 NA NA NA NA
1520892000.0 1020.0 NA 36 NA NA NA NA 111 NA NA NA NA 236 NA NA NA NA 675 NA NA NA
1520892000.0 1030.0 NA 175 42 0 NA NA 320 85 0 NA NA 7429 239 67 NA NA 2677 354 222 NA
1520892000.0 105.0 99 89 31 NA NA 186 361 64 NA NA 1529 440 118 NA NA 1029 452 206 NA NA
1520892000.0 106.0 48 0 0 NA NA 91 0 0 NA NA 761 272 1133 NA NA 508 277 1436 NA NA
1520892000.0 118.0 99 95 361 NA NA 194 368 511 NA NA 3384 524 1601 NA NA 2201 541 2019 NA NA
1520892000.0 128.0 62 86 390 NA NA 116 361 491 NA NA 1127 479 1523 NA NA 1001 593 2103 NA NA
1520892000.0 129.0 60 83 388 NA NA 117 361 502 NA NA 825 438 1476 NA NA 689 751 1715 NA NA
1520892000.0 1301.0 80 112 188 NA NA 148 378 264 NA NA 1600 574 1100 NA NA 1664 492 1288 NA NA
1520892000.0 1302.0 107 122 191 NA NA 167 378 306 NA NA 3591 649 1266 NA NA 1695 426 1590 NA NA
1520892000.0 1303.0 95 115 199 NA NA 159 378 298 NA NA 5960 535 1771 NA NA 3267 417 3256 NA NA
1520892000.0 1307.0 NA 108 185 49 0 NA 384 262 85 0 NA 668 622 151 245 NA 1395 701 730 402
1520892000.0 1308.0 NA 102 181 48 0 NA 377 258 84 0 NA 466 574 150 241 NA 413 695 236 462
1520892000.0 1325.5 NA 147 0 NA NA NA 199 0 NA NA NA 1393 145 NA NA NA 1235 288 NA NA
1520892000.0 1325.6 NA 103 NA NA NA NA 163 NA NA NA NA 1870 NA NA NA NA 4079 NA NA NA
1520892000.0 1325.7 NA 102 0 NA NA NA 160 0 NA NA NA 1943 123 NA NA NA 3243 195 NA NA
1520892000.0 134.805 NA 38 303 0 NA NA 95 570 0 NA NA 244 6713 711 NA NA 283 5209 911 NA
1520892000.0 134.813 NA 185 63 0 NA NA 277 109 0 NA NA 983 197 237 NA NA 914 288 344 NA
1520892000.0 135.2 294 0 93 NA NA 517 0 149 NA NA 1174 227 522 NA NA 1259 302 976 NA NA
1520892000.0 135.3 299 0 99 NA NA 509 0 150 NA NA 862 203 436 NA NA 981 264 592 NA NA
1520892000.0 135.7 249 0 106 NA NA 517 0 152 NA NA 1372 219 435 NA NA 3175 352 526 NA NA
1520892000.0 135.8 148 NA NA NA NA 236 NA NA NA NA 427 NA NA NA NA 497 NA NA NA NA
1520892000.0 135.9 335 0 95 NA NA 510 0 150 NA NA 1100 235 501 NA NA 1593 335 657 NA NA
1520892000.0 136.733 NA 208 73 0 NA NA 296 117 0 NA NA 1003 342 234 NA NA 1619 383 297 NA
1520892000.0 136.7721 NA 156 0 NA NA NA 273 0 NA NA NA 2239 131 NA NA NA 2240 194 NA NA
1520892000.0 136.7803 NA 98 NA NA NA NA 159 NA NA NA NA 526 NA NA NA NA 1241 NA NA NA
1520892000.0 2.0 93 97 169 NA NA 190 360 265 NA NA 4234 553 947 NA NA 2937 751 1659 NA NA
1520892000.0 250199.0 284 NA NA NA NA 438 NA NA NA NA 3332 NA NA NA NA 3756 NA NA NA NA
1520892000.0 250199.17 290 NA NA NA NA 441 NA NA NA NA 5518 NA NA NA NA 16014 NA NA NA NA
1520892000.0 250199.18 348 NA NA NA NA 528 NA NA NA NA 7662 NA NA NA NA 23362 NA NA NA NA
1520892000.0 250200.1 95 261 216 NA NA 156 432 324 NA NA 3087 1485 1699 NA NA 1832 1597 2479 NA NA
1520892000.0 250399.0 243 NA NA NA NA 430 NA NA NA NA 1273 NA NA NA NA 2499 NA NA NA NA
1520892000.0 250406.0 345 0 96 NA NA 537 0 151 NA NA 962 219 454 NA NA 1681 615 1117 NA NA
1520892000.0 250407.0 327 0 100 NA NA 536 0 157 NA NA 1243 207 511 NA NA 2229 525 1177 NA NA
1520892000.0 3.0 101 97 174 NA NA 188 368 257 NA NA 6010 469 1216 NA NA 2767 489 1582 NA NA
1520892000.0 4.22 NA 198 69 64 0 NA 294 115 126 0 NA 947 209 368 224 NA 1296 801 623 734
1520892000.0 4007.0 61 104 396 NA NA 115 377 530 NA NA 960 387 1599 NA NA 871 712 2095 NA NA
1520892000.0 4008.0 45 0 0 NA NA 92 0 0 NA NA 731 231 1275 NA NA 535 493 2068 NA NA
1520892000.0 5.2 281 0 NA NA NA 507 0 NA NA NA 991 219 NA NA NA 1808 616 NA NA NA
1520892000.0 5.3 282 0 NA NA NA 499 0 NA NA NA 920 215 NA NA NA 1404 530 NA NA NA
1520892000.0 500199.0 188 NA NA NA NA 411 NA NA NA NA 2339 NA NA NA NA 2878 NA NA NA NA
1520892000.0 500200.1 97 173 210 NA NA 157 399 299 NA NA 2891 996 1546 NA NA 1596 1077 1797 NA NA
1520892000.0 551.0 18 43 0 NA NA 136 81 0 NA NA 828 187 119 NA NA 943 423 191 NA NA
1520892000.0 552.0 16 42 0 NA NA 136 82 0 NA NA 1589 197 115 NA NA 3077 984 305 NA NA
1520892000.0 554.0 16 44 0 NA NA 136 81 0 NA NA 2482 186 115 NA NA 3877 849 264 NA NA
1520892000.0 555.0 16 41 0 NA NA 136 80 0 NA NA 1007 184 117 NA NA 1475 1041 361 NA NA
1520892000.0 556.0 16 41 0 NA NA 136 82 0 NA NA 383 221 116 NA NA 2875 929 212 NA NA
1520892000.0 560.0 40 0 NA NA NA 78 0 NA NA NA 178 115 NA NA NA 786 203 NA NA NA
1520892000.0 561.0 42 0 NA NA NA 79 0 NA NA NA 178 120 NA NA NA 884 214 NA NA NA
1520892000.0 562.0 16 38 0 NA NA 136 81 0 NA NA 265 188 114 NA NA 1320 774 401 NA NA
1520892000.0 6.0 NA 91 391 0 NA NA 376 486 0 NA NA 1774 1698 466 NA NA 1129 2188 925 NA
1520892000.0 7.0 60 86 175 56 0 113 359 247 102 0 1112 401 521 268 207 992 488 1094 574 473
1520892000.0 7.1 63 91 178 57 0 107 366 252 102 0 1863 512 569 176 208 1201 803 1188 412 568
1520892000.0 7.2 61 115 216 62 0 114 377 313 106 0 1104 482 741 272 316 1148 553 1508 468 716
1520892000.0 7.3 65 104 215 62 0 115 370 317 107 0 1562 616 773 175 320 1433 702 1489 680 756
1520892000.0 7.4 62 107 214 63 0 116 370 311 106 0 1037 460 749 183 318 623 829 1126 783 659
1520892000.0 8.0 NA 94 181 48 0 NA 366 254 85 0 NA 1705 647 130 206 NA 1075 839 252 551
