Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1519513200.0 1.0 100 86 180 NA NA NA NA 194 361 291 NA NA NA NA 2108 718 2294 NA NA NA NA 3265 2265 2895 NA NA NA NA
1519513200.0 10.0 NA 132 285 0 NA NA NA NA 369 392 0 NA NA NA NA 2677 4894 1192 NA NA NA NA 1800 4582 2363 NA NA NA
1519513200.0 1000.0 NA 275 157 0 50 NA NA NA 394 258 0 101 NA NA NA 3794 2422 866 799 NA NA NA 3978 4624 1060 1049 NA NA
1519513200.0 10001.0 NA 114 309 72 0 NA NA NA 380 454 124 0 NA NA NA 701 2842 1073 1680 NA NA NA 1960 3434 1616 1997 NA NA
1519513200.0 10002.0 NA 116 314 71 0 NA NA NA 380 451 123 0 NA NA NA 907 3557 958 1673 NA NA NA 1023 5425 1622 1743 NA NA
1519513200.0 10003.0 NA 112 322 67 0 NA NA NA 375 445 124 0 NA NA NA 942 2891 1013 1667 NA NA NA 1303 3617 1562 1746 NA NA
1519513200.0 10004.0 NA 113 310 68 0 NA NA NA 380 456 124 0 NA NA NA 827 2832 975 1663 NA NA NA 924 3246 1360 1777 NA NA
1519513200.0 10005.0 NA 114 311 66 0 NA NA NA 380 455 124 0 NA NA NA 734 3031 1181 1674 NA NA NA 1277 3573 1356 1766 NA NA
1519513200.0 10006.0 NA 116 313 78 0 NA NA NA 380 445 123 0 NA NA NA 751 3503 1150 1683 NA NA NA 1277 4440 1466 1783 NA NA
1519513200.0 10007.0 NA 109 311 68 0 NA NA NA 380 437 124 0 NA NA NA 954 2894 1089 1753 NA NA NA 1270 3774 1556 2172 NA NA
1519513200.0 10008.0 NA 114 313 75 0 NA NA NA 374 458 123 0 NA NA NA 817 3208 962 1819 NA NA NA 1031 3826 1227 2191 NA NA
1519513200.0 10009.0 NA 113 310 74 0 NA NA NA 380 436 124 0 NA NA NA 908 2913 963 1696 NA NA NA 1269 3435 1206 1776 NA NA
1519513200.0 1001.0 NA 244 101 0 0 0 0 NA 350 156 0 0 0 0 NA 3282 1000 130 139 693 427 NA 3814 1574 260 207 747 494
1519513200.0 1002.0 NA 281 72 NA NA NA NA NA 397 135 NA NA NA NA NA 4221 1121 NA NA NA NA NA 5094 1117 NA NA NA NA
1519513200.0 10023.0 NA 109 310 74 0 NA NA NA 375 449 123 0 NA NA NA 920 2821 1007 1727 NA NA NA 1280 3748 1180 2196 NA NA
1519513200.0 10024.0 NA 129 333 68 0 NA NA NA 380 464 126 0 NA NA NA 845 3313 1017 1876 NA NA NA 1156 3664 1608 2588 NA NA
1519513200.0 10024.1 NA 129 183 0 NA NA NA NA 380 286 0 NA NA NA NA 733 1361 951 NA NA NA NA 791 1834 1006 NA NA NA
1519513200.0 10024.2 NA 127 330 0 NA NA NA NA 380 455 0 NA NA NA NA 726 3113 1860 NA NA NA NA 832 4386 2003 NA NA NA
1519513200.0 10024.3 NA 130 175 0 NA NA NA NA 381 279 0 NA NA NA NA 712 1286 850 NA NA NA NA 622 1546 1155 NA NA NA
1519513200.0 10024.4 NA 124 331 0 NA NA NA NA 380 457 0 NA NA NA NA 788 3101 1821 NA NA NA NA 766 3968 1891 NA NA NA
1519513200.0 10024.5 NA 137 79 0 NA NA NA NA 380 183 0 NA NA NA NA 758 779 226 NA NA NA NA 1391 1210 450 NA NA NA
1519513200.0 10025.0 NA 121 320 73 0 NA NA NA 380 456 124 0 NA NA NA 943 3587 1062 1841 NA NA NA 918 5486 1281 2435 NA NA
1519513200.0 10026.0 NA 133 329 69 0 NA NA NA 380 457 125 0 NA NA NA 924 3792 1196 1868 NA NA NA 1094 4442 1407 1945 NA NA
1519513200.0 1003.0 NA 246 0 NA NA NA NA NA 327 0 NA NA NA NA NA 4178 646 NA NA NA NA NA 6434 713 NA NA NA NA
1519513200.0 1004.0 NA 219 78 0 0 NA NA NA 313 137 0 0 NA NA NA 1784 765 134 143 NA NA NA 5499 1103 550 1004 NA NA
1519513200.0 10042.0 NA 121 319 74 0 NA NA NA 380 459 125 0 NA NA NA 791 3311 961 1850 NA NA NA 1153 4275 1159 2185 NA NA
1519513200.0 10059.0 NA 125 341 67 0 NA NA NA 380 475 125 0 NA NA NA 915 4738 1261 1858 NA NA NA 1998 6245 1537 2072 NA NA
1519513200.0 10071.0 NA 125 329 74 0 NA NA NA 380 450 124 0 NA NA NA 878 3778 987 1845 NA NA NA 1050 4528 1519 2071 NA NA
1519513200.0 101.0 84 NA NA NA NA NA NA 165 NA NA NA NA NA NA 1228 NA NA NA NA NA NA 1363 NA NA NA NA NA NA
1519513200.0 1010.0 NA 34 44 0 NA NA NA NA 84 98 0 NA NA NA NA 173 246 239 NA NA NA NA 514 377 318 NA NA NA
1519513200.0 102.0 84 NA NA NA NA NA NA 164 NA NA NA NA NA NA 1048 NA NA NA NA NA NA 1154 NA NA NA NA NA NA
1519513200.0 1020.0 NA 45 NA NA NA NA NA NA 121 NA NA NA NA NA NA 401 NA NA NA NA NA NA 967 NA NA NA NA NA
1519513200.0 10224.0 NA 259 591 0 NA NA NA NA 416 778 0 NA NA NA NA 4150 7775 1973 NA NA NA NA 3505 7698 2077 NA NA NA
1519513200.0 10225.0 NA 254 538 0 NA NA NA NA 414 779 0 NA NA NA NA 3991 5699 1975 NA NA NA NA 3470 4752 2072 NA NA NA
1519513200.0 103.0 46 0 0 NA NA NA NA 104 0 0 NA NA NA NA 1343 504 3442 NA NA NA NA 1795 631 4190 NA NA NA NA
1519513200.0 1030.0 NA 172 45 0 NA NA NA NA 312 96 0 NA NA NA NA 7846 573 128 NA NA NA NA 2985 552 392 NA NA NA
1519513200.0 10424.0 NA 134 330 0 NA NA NA NA 380 462 0 NA NA NA NA 1025 4389 2607 NA NA NA NA 1353 6572 3069 NA NA NA
1519513200.0 105.0 99 92 35 NA NA NA NA 195 356 77 NA NA NA NA 2473 760 302 NA NA NA NA 1714 817 372 NA NA NA NA
1519513200.0 106.0 46 0 0 NA NA NA NA 104 0 0 NA NA NA NA 1239 501 3459 NA NA NA NA 1349 630 4704 NA NA NA NA
1519513200.0 107.0 98 106 259 NA NA NA NA 197 362 384 NA NA NA NA 5148 866 3923 NA NA NA NA 3298 1011 4471 NA NA NA NA
1519513200.0 108.0 103 94 264 NA NA NA NA 195 356 378 NA NA NA NA 5657 980 4014 NA NA NA NA 3043 1515 5063 NA NA NA NA
1519513200.0 10801.0 NA 219 336 79 0 NA NA NA 473 473 131 0 NA NA NA 2914 4614 1522 3505 NA NA NA 4032 6984 2611 3908 NA NA
1519513200.0 10802.0 NA 212 342 73 0 NA NA NA 473 479 131 0 NA NA NA 2790 4906 1487 3496 NA NA NA 3526 7356 2770 3815 NA NA
1519513200.0 10803.0 NA 225 340 74 0 NA NA NA 471 509 131 0 NA NA NA 2811 4733 1459 3470 NA NA NA 3364 6182 2300 3780 NA NA
1519513200.0 10804.0 NA 191 336 79 0 NA NA NA 469 469 131 0 NA NA NA 2890 4522 1520 3342 NA NA NA 4842 5998 2495 3591 NA NA
1519513200.0 10805.0 NA 187 341 79 0 NA NA NA 473 464 131 0 NA NA NA 2956 4578 1468 3325 NA NA NA 4353 7179 2363 3554 NA NA
1519513200.0 10806.0 NA 219 337 73 0 NA NA NA 471 468 131 0 NA NA NA 2725 4562 1852 3459 NA NA NA 3607 5877 2275 3810 NA NA
1519513200.0 10807.0 NA 184 340 85 0 NA NA NA 472 476 142 0 NA NA NA 3042 4880 1453 3560 NA NA NA 4383 6886 2652 3830 NA NA
1519513200.0 10808.0 NA 186 345 86 0 NA NA NA 470 472 145 0 NA NA NA 3061 4783 1503 3586 NA NA NA 4483 7181 2399 3972 NA NA
1519513200.0 10809.0 NA 214 330 85 0 NA NA NA 472 472 142 0 NA NA NA 2975 4873 1513 3466 NA NA NA 3776 7631 2874 3964 NA NA
1519513200.0 10823.0 NA 221 347 78 0 NA NA NA 472 470 131 0 NA NA NA 2775 4699 1513 3615 NA NA NA 3369 6867 3046 4502 NA NA
1519513200.0 10824.0 NA 224 350 85 0 NA NA NA 473 485 144 0 NA NA NA 3134 5019 1560 4162 NA NA NA 3512 9231 2770 4679 NA NA
1519513200.0 10824.1 NA 222 193 0 NA NA NA NA 470 291 0 NA NA NA NA 3184 1965 1116 NA NA NA NA 4905 2414 1240 NA NA NA
1519513200.0 10824.5 NA 239 89 0 NA NA NA NA 470 187 0 NA NA NA NA 3024 1349 324 NA NA NA NA 4156 1975 531 NA NA NA
1519513200.0 10824.6 NA 231 336 91 0 NA NA NA 473 513 144 0 NA NA NA 3172 5168 1488 4210 NA NA NA 3916 7813 2158 4713 NA NA
1519513200.0 10825.0 NA 176 348 80 0 NA NA NA 471 476 131 0 NA NA NA 2944 4841 1541 3785 NA NA NA 4520 7946 2640 4074 NA NA
