Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1520676000.0 1.0 272 279 499 NA NA 2097290 2097270 2097360 NA NA 3249 860 1784 NA NA 3651 1081 2066 NA NA
1520676000.0 10.0 NA 313 607 0 NA NA 2097300 2097440 0 NA NA 4928 11264 0 NA NA 5183 33731 0 NA
1520676000.0 1000.0 NA 604 449 0 240 NA 2097400 2097340 0 2097240 NA 6989 2165 1678 545 NA 7421 2729 1760 670
1520676000.0 10001.0 NA 308 0 NA NA NA 2097290 0 NA NA NA 1075 0 NA NA NA 1245 0 NA NA
1520676000.0 10002.0 NA 307 520 0 NA NA 2097290 2097430 0 NA NA 1070 4019 0 NA NA 1225 6156 0 NA
1520676000.0 10003.0 NA 311 640 0 NA NA 2097290 2097430 0 NA NA 1107 4170 0 NA NA 1262 6020 0 NA
1520676000.0 10004.0 NA 307 523 0 NA NA 2097290 2097430 0 NA NA 1087 3977 0 NA NA 1308 6092 0 NA
1520676000.0 10005.0 NA 308 706 0 NA NA 2097290 2097430 0 NA NA 1078 3817 0 NA NA 1270 4431 0 NA
1520676000.0 10006.0 NA 313 572 0 NA NA 2097290 2097430 0 NA NA 1079 3923 0 NA NA 1426 5284 0 NA
1520676000.0 10007.0 NA 341 717 0 NA NA 2097290 2097430 0 NA NA 1215 4049 0 NA NA 1399 4785 0 NA
1520676000.0 10008.0 NA 328 0 NA NA NA 2097290 0 NA NA NA 1147 0 NA NA NA 1312 0 NA NA
1520676000.0 10009.0 NA 344 653 0 NA NA 2097290 2097430 0 NA NA 1170 4240 0 NA NA 1310 5347 0 NA
1520676000.0 1001.0 NA 576 NA NA NA NA 2097380 NA NA NA NA 6006 NA NA NA NA 6238 NA NA NA
1520676000.0 1002.0 NA 636 232 NA NA NA 2097420 2097270 NA NA NA 7418 475 NA NA NA 7872 526 NA NA
1520676000.0 10023.0 NA 308 0 NA NA NA 2097290 0 NA NA NA 1049 0 NA NA NA 1211 0 NA NA
1520676000.0 10024.0 NA 332 0 NA NA NA 2097290 0 NA NA NA 1360 0 NA NA NA 1668 0 NA NA
1520676000.0 10024.1 NA 332 0 NA NA NA 2097290 0 NA NA NA 1338 0 NA NA NA 1560 0 NA NA
1520676000.0 10024.2 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1520676000.0 10024.3 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1520676000.0 10024.4 NA 322 0 NA NA NA 2097290 0 NA NA NA 1383 0 NA NA NA 1662 0 NA NA
1520676000.0 10024.5 NA 332 0 NA NA NA 2097290 0 NA NA NA 1409 0 NA NA NA 1715 0 NA NA
1520676000.0 10025.0 NA 309 669 0 NA NA 2097290 2097430 0 NA NA 1136 4410 0 NA NA 1277 6416 0 NA
1520676000.0 10026.0 NA 334 0 NA NA NA 2097290 0 NA NA NA 1349 0 NA NA NA 1507 0 NA NA
1520676000.0 1003.0 NA 576 0 NA NA NA 2097390 0 NA NA NA 9014 1253 NA NA NA 9234 1337 NA NA
1520676000.0 1004.0 NA 495 NA NA NA NA 2097380 NA NA NA NA 1637 NA NA NA NA 1972 NA NA NA
1520676000.0 10042.0 NA 304 0 NA NA NA 2097290 0 NA NA NA 1206 0 NA NA NA 1403 0 NA NA
1520676000.0 10059.0 NA 341 526 0 NA NA 2097290 2097440 0 NA NA 1638 9135 0 NA NA 1799 12445 0 NA
1520676000.0 10071.0 NA 312 0 NA NA NA 2097290 0 NA NA NA 1241 0 NA NA NA 1419 0 NA NA
1520676000.0 101.0 364 NA NA NA NA 2097320 NA NA NA NA 2092 NA NA NA NA 2183 NA NA NA NA
1520676000.0 1010.0 NA 159 174 NA NA NA 2097240 2097240 NA NA NA 172 213 NA NA NA 273 264 NA NA
1520676000.0 102.0 362 NA NA NA NA 2097320 NA NA NA NA 1705 NA NA NA NA 1786 NA NA NA NA
1520676000.0 1020.0 NA 236 NA NA NA NA 2097270 NA NA NA NA 431 NA NA NA NA 631 NA NA NA
1520676000.0 10224.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1520676000.0 10225.0 NA 392 0 NA NA NA 2097320 0 NA NA NA 5242 0 NA NA NA 5600 0 NA NA
1520676000.0 103.0 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA
1520676000.0 1030.0 NA 455 200 0 NA NA 2097350 2097240 0 NA NA 41173 319 105 NA NA 41637 426 240 NA
1520676000.0 10424.0 NA 330 0 NA NA NA 2097290 0 NA NA NA 1179 0 NA NA NA 1461 0 NA NA
1520676000.0 105.0 272 293 149 NA NA 2097290 2097270 2097230 NA NA 2702 960 178 NA NA 2996 1066 227 NA NA
1520676000.0 106.0 265 0 NA NA NA 2097250 0 NA NA NA 795 0 NA NA NA 965 0 NA NA NA
