Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1519513200.0 1.0 234 255 442 NA NA 2097300 2097270 2097370 NA NA 5911 2464 6557 NA NA 6798 2629 9645 NA NA
1519513200.0 1000.0 NA 571 436 0 243 NA 2097390 2097330 0 2097240 NA 7869 2255 1939 601 NA 8431 2758 2007 720
1519513200.0 1001.0 NA 543 NA NA NA NA 2097380 NA NA NA NA 6642 NA NA NA NA 7008 NA NA NA
1519513200.0 1002.0 NA 625 239 NA NA NA 2097420 2097270 NA NA NA 8647 492 NA NA NA 8912 545 NA NA
1519513200.0 10024.5 NA 332 320 0 NA NA 2097290 2097280 0 NA NA 1173 583 175 NA NA 1327 728 236 NA
1519513200.0 1003.0 NA 546 0 NA NA NA 2097390 0 NA NA NA 10308 1345 NA NA NA 10716 1427 NA NA
1519513200.0 1004.0 NA 450 NA NA NA NA 2097380 NA NA NA NA 1788 NA NA NA NA 2146 NA NA NA
1519513200.0 101.0 363 NA NA NA NA 2097320 NA NA NA NA 2454 NA NA NA NA 2612 NA NA NA NA
1519513200.0 1010.0 NA 150 185 0 NA NA 2097240 2097240 0 NA NA 184 263 272 NA NA 296 328 351 NA
1519513200.0 102.0 364 NA NA NA NA 2097320 NA NA NA NA 1952 NA NA NA NA 2070 NA NA NA NA
1519513200.0 1020.0 NA 236 NA NA NA NA 2097270 NA NA NA NA 407 NA NA NA NA 518 NA NA NA
1519513200.0 10224.0 NA 412 0 NA NA NA 2097320 0 NA NA NA 5445 0 NA NA NA 6102 0 NA NA
1519513200.0 1030.0 NA 448 192 0 NA NA 2097350 2097250 0 NA NA 42578 423 139 NA NA 43121 552 322 NA
1519513200.0 105.0 275 288 154 NA NA 2097300 2097270 2097230 NA NA 3139 1162 221 NA NA 3398 1432 293 NA NA
1519513200.0 11.0 NA 265 408 0 240 NA 2097280 2097410 0 2097250 NA 11416 12260 3955 1040 NA 12714 30620 4363 1353
1519513200.0 1102.0 NA 307 641 430 259 NA 2097290 2097440 2097310 2097250 NA 5861 14856 6337 574 NA 6182 15724 6713 724
1519513200.0 11024.0 NA 742 0 NA NA NA 2097390 0 NA NA NA 16260 0 NA NA NA 16767 0 NA NA
