Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1519423200.0 102.0 87 NA NA 152 NA NA 723 NA NA 840 NA NA
1519423200.0 136.7803 NA 92 NA NA 156 NA NA 666 NA NA 1041 NA
1519423200.0 250199.18 310 NA NA 520 NA NA 10453 NA NA 33567 NA NA
1519423200.0 4007.0 55 91 388 114 365 514 1595 515 2043 1480 793 2608
1519423200.0 551.0 16 36 0 137 81 0 1022 216 112 2618 1265 317
