Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1520676000.0 1.0 94 86 166 NA NA NA NA NA 187 368 254 NA NA NA NA NA 1695 580 882 NA NA NA NA NA 1140 866 2112 NA NA NA NA NA
1520676000.0 10.0 NA 129 429 0 NA NA NA NA NA 377 522 0 NA NA NA NA NA 2325 2812 471 NA NA NA NA NA 1632 1860 537 NA NA NA NA
1520676000.0 1000.0 NA 395 158 0 51 NA NA NA NA 491 251 0 89 NA NA NA NA 3724 1602 885 385 NA NA NA NA 2795 1998 1115 1030 NA NA NA
1520676000.0 10001.0 NA 110 568 76 0 NA NA NA NA 387 704 122 0 NA NA NA NA 692 2014 309 1214 NA NA NA NA 959 2771 600 1320 NA NA NA
1520676000.0 10002.0 NA 109 572 66 0 NA NA NA NA 387 689 122 0 NA NA NA NA 613 2011 326 1228 NA NA NA NA 941 2765 794 1359 NA NA NA
1520676000.0 10003.0 NA 112 302 75 0 NA NA NA NA 387 729 122 0 NA NA NA NA 602 2564 318 1266 NA NA NA NA 644 4760 583 1429 NA NA NA
1520676000.0 10004.0 NA 114 566 85 0 NA NA NA NA 379 712 121 0 NA NA NA NA 629 2106 405 1246 NA NA NA NA 774 3325 841 1384 NA NA NA
1520676000.0 10005.0 NA 110 567 76 0 NA NA NA NA 387 680 122 0 NA NA NA NA 613 2059 301 1247 NA NA NA NA 644 3044 488 2336 NA NA NA
1520676000.0 10006.0 NA 112 566 79 0 NA NA NA NA 387 710 121 0 NA NA NA NA 580 2054 324 1207 NA NA NA NA 573 2781 1050 1327 NA NA NA
1520676000.0 10007.0 NA 112 567 76 0 NA NA NA NA 387 685 122 0 NA NA NA NA 623 2119 310 1262 NA NA NA NA 718 2649 543 2258 NA NA NA
