Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1519380000.0 1.0 106 91 176 NA NA NA NA 196 353 277 NA NA NA NA 2249 648 1156 NA NA NA NA 2666 957 2754 NA NA NA NA
1519380000.0 10.0 NA 125 305 0 NA NA NA NA 356 402 0 NA NA NA NA 2561 3229 648 NA NA NA NA 2139 2100 1180 NA NA NA
1519380000.0 1000.0 NA 302 194 0 59 NA NA NA 369 251 0 92 NA NA NA 2818 1434 744 325 NA NA NA 2023 1391 823 403 NA NA
1519380000.0 10001.0 NA 117 323 79 0 NA NA NA 372 462 116 0 NA NA NA 730 2092 525 1122 NA NA NA 791 2356 608 1217 NA NA
1519380000.0 10002.0 NA 113 314 67 0 NA NA NA 372 439 116 0 NA NA NA 794 2522 420 1150 NA NA NA 604 4020 979 1236 NA NA
1519380000.0 10003.0 NA 118 314 71 0 NA NA NA 372 449 116 0 NA NA NA 855 2595 515 1171 NA NA NA 706 4141 730 1266 NA NA
1519380000.0 10004.0 NA 109 318 68 0 NA NA NA 372 454 115 0 NA NA NA 893 2551 444 1639 NA NA NA 1783 4407 982 1838 NA NA
1519380000.0 10005.0 NA 112 317 70 0 NA NA NA 372 450 116 0 NA NA NA 918 2554 394 1279 NA NA NA 1055 4585 1055 1837 NA NA
1519380000.0 10006.0 NA 107 318 77 0 NA NA NA 372 457 115 0 NA NA NA 900 2149 419 1250 NA NA NA 960 2458 781 1401 NA NA
1519380000.0 10007.0 NA 119 317 83 0 NA NA NA 372 461 117 0 NA NA NA 760 1966 381 1260 NA NA NA 858 2122 426 1435 NA NA
1519380000.0 10008.0 NA 119 329 83 0 NA NA NA 372 449 116 0 NA NA NA 785 2157 387 1254 NA NA NA 949 2504 421 1431 NA NA
1519380000.0 10009.0 NA 120 330 81 0 NA NA NA 372 460 116 0 NA NA NA 751 1922 374 1292 NA NA NA 917 2097 612 1484 NA NA
1519380000.0 1001.0 NA 252 103 0 0 0 0 NA 329 149 0 0 0 0 NA 2217 454 101 110 258 183 NA 1514 664 193 196 307 256
1519380000.0 1002.0 NA 288 88 NA NA NA NA NA 379 127 NA NA NA NA NA 3281 402 NA NA NA NA NA 2366 327 NA NA NA NA
1519380000.0 10023.0 NA 117 321 76 0 NA NA NA 372 428 115 0 NA NA NA 770 1860 475 1131 NA NA NA 850 2262 678 1234 NA NA
1519380000.0 10024.0 NA 131 333 82 0 NA NA NA 373 462 117 0 NA NA NA 867 2576 299 1289 NA NA NA 1114 2634 429 1880 NA NA
1519380000.0 10024.1 NA 139 182 0 NA NA NA NA 373 289 0 NA NA NA NA 903 867 324 NA NA NA NA 858 1135 389 NA NA NA
1519380000.0 10024.2 NA 131 332 0 NA NA NA NA 372 469 0 NA NA NA NA 845 2120 1233 NA NA NA NA 822 2270 1563 NA NA NA
1519380000.0 10024.3 NA 139 179 0 NA NA NA NA 373 274 0 NA NA NA NA 887 920 305 NA NA NA NA 680 2029 378 NA NA NA
1519380000.0 10024.4 NA 131 335 0 NA NA NA NA 373 468 0 NA NA NA NA 844 2079 1127 NA NA NA NA 869 2218 1211 NA NA NA
1519380000.0 10024.5 NA 133 84 0 NA NA NA NA 372 183 0 NA NA NA NA 1135 491 143 NA NA NA NA 977 1667 213 NA NA NA
1519380000.0 10025.0 NA 111 338 79 0 NA NA NA 373 459 116 0 NA NA NA 927 2445 372 1179 NA NA NA 974 3036 566 1324 NA NA
1519380000.0 10026.0 NA 128 357 71 0 NA NA NA 372 487 118 0 NA NA NA 947 3134 440 1298 NA NA NA 919 3003 789 1539 NA NA
1519380000.0 1003.0 NA 254 0 NA NA NA NA NA 328 0 NA NA NA NA NA 3385 543 NA NA NA NA NA 1974 630 NA NA NA NA
1519380000.0 1004.0 NA 231 84 0 0 NA NA NA 309 129 0 0 NA NA NA 922 270 85 96 NA NA NA 1469 423 128 143 NA NA
1519380000.0 10042.0 NA 123 331 70 0 NA NA NA 372 430 117 0 NA NA NA 789 2099 331 1272 NA NA NA 860 2112 554 1508 NA NA
1519380000.0 10059.0 NA 126 357 76 0 NA NA NA 372 489 117 0 NA NA NA 1053 3349 512 1305 NA NA NA 1140 2898 555 1478 NA NA
1519380000.0 10071.0 NA 127 340 80 0 NA NA NA 372 457 117 0 NA NA NA 824 2033 378 1202 NA NA NA 858 1959 620 1336 NA NA
1519380000.0 101.0 89 NA NA NA NA NA NA 157 NA NA NA NA NA NA 954 NA NA NA NA NA NA 1495 NA NA NA NA NA NA
1519380000.0 1010.0 NA 35 43 0 NA NA NA NA 76 90 0 NA NA NA NA 156 236 161 NA NA NA NA 377 529 415 NA NA NA
