Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1520546400.0 1.0 92 87 180 NA NA NA NA NA 186 360 255 NA NA NA NA NA 1686 443 844 NA NA NA NA NA 1396 610 1316 NA NA NA NA NA
1520546400.0 10.0 NA 121 280 0 NA NA NA NA NA 377 387 0 NA NA NA NA NA 2221 2869 455 NA NA NA NA NA 1657 3087 578 NA NA NA NA
1520546400.0 1000.0 NA 263 160 0 52 NA NA NA NA 370 249 0 89 NA NA NA NA 3769 1806 940 495 NA NA NA NA 5270 4744 1385 2107 NA NA NA
1520546400.0 10001.0 NA 105 329 75 0 NA NA NA NA 379 428 111 0 NA NA NA NA 783 1695 270 1131 NA NA NA NA 2227 1839 419 1231 NA NA NA
1520546400.0 10002.0 NA 113 329 73 0 NA NA NA NA 387 448 111 0 NA NA NA NA 620 1695 267 1102 NA NA NA NA 805 1842 3104 1269 NA NA NA
1520546400.0 10003.0 NA 115 325 72 0 NA NA NA NA 379 454 110 0 NA NA NA NA 698 1743 299 1103 NA NA NA NA 778 3292 1207 1228 NA NA NA
1520546400.0 10004.0 NA 111 326 74 0 NA NA NA NA 387 437 111 0 NA NA NA NA 735 1813 358 1100 NA NA NA NA 1697 3435 512 1218 NA NA NA
1520546400.0 10005.0 NA 110 329 74 0 NA NA NA NA 386 448 110 0 NA NA NA NA 735 1814 263 1123 NA NA NA NA 1680 2448 400 1269 NA NA NA
1520546400.0 10006.0 NA 106 319 75 0 NA NA NA NA 387 429 110 0 NA NA NA NA 807 1766 272 1121 NA NA NA NA 1572 4148 389 1242 NA NA NA
1520546400.0 10007.0 NA 111 325 67 0 NA NA NA NA 387 439 112 0 NA NA NA NA 633 1989 364 1129 NA NA NA NA 752 5947 563 1254 NA NA NA
1520546400.0 10008.0 NA 114 326 69 0 NA NA NA NA 387 444 111 0 NA NA NA NA 686 1714 266 1117 NA NA NA NA 765 2396 1492 1249 NA NA NA
1520546400.0 10009.0 NA 114 332 75 0 NA NA NA NA 387 460 111 0 NA NA NA NA 696 1729 571 1106 NA NA NA NA 1090 1802 850 1212 NA NA NA
1520546400.0 1001.0 NA 239 109 0 0 0 0 0 NA 332 158 0 0 0 0 0 NA 3436 805 107 156 411 203 428 NA 9734 815 245 256 531 639 1503
1520546400.0 1002.0 NA 280 69 NA NA NA NA NA NA 372 122 NA NA NA NA NA NA 4464 527 NA NA NA NA NA NA 6557 615 NA NA NA NA NA
1520546400.0 10023.0 NA 112 331 74 0 NA NA NA NA 387 447 111 0 NA NA NA NA 688 1991 354 1129 NA NA NA NA 804 3812 435 1269 NA NA NA
1520546400.0 10024.0 NA 121 341 72 0 NA NA NA NA 387 458 112 0 NA NA NA NA 927 1992 266 1136 NA NA NA NA 3594 2575 409 1292 NA NA NA
1520546400.0 10024.1 NA 134 184 0 NA NA NA NA NA 388 269 0 NA NA NA NA NA 637 776 316 NA NA NA NA NA 502 970 391 NA NA NA NA
1520546400.0 10024.2 NA 126 347 0 NA NA NA NA NA 388 445 0 NA NA NA NA NA 692 2067 1138 NA NA NA NA NA 3600 3238 1267 NA NA NA NA
1520546400.0 10024.3 NA 133 170 0 NA NA NA NA NA 387 253 0 NA NA NA NA NA 715 768 283 NA NA NA NA NA 576 1123 365 NA NA NA NA
1520546400.0 10024.4 NA 125 341 0 NA NA NA NA NA 387 457 0 NA NA NA NA NA 775 2049 1132 NA NA NA NA NA 848 2767 1313 NA NA NA NA
1520546400.0 10024.5 NA 122 83 0 NA NA NA NA NA 388 179 0 NA NA NA NA NA 747 483 148 NA NA NA NA NA 1265 1204 816 NA NA NA NA
1520546400.0 10025.0 NA 117 330 72 0 NA NA NA NA 387 449 112 0 NA NA NA NA 697 2033 352 1148 NA NA NA NA 2442 2478 712 1332 NA NA NA
