Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1520460000.0 1.0 95 88 174 NA NA 186 360 266 NA NA 1872 555 958 NA NA 2186 1121 1155 NA NA
1520460000.0 10.0 NA 131 279 0 NA NA 369 399 0 NA NA 2368 3308 538 NA NA 1975 2324 644 NA
1520460000.0 10001.0 NA 108 322 65 0 NA 387 447 111 0 NA 618 1708 350 1135 NA 1071 2531 445 1244
1520460000.0 10002.0 NA 110 327 74 0 NA 379 438 111 0 NA 621 1777 349 1154 NA 695 2434 420 1292
1520460000.0 10003.0 NA 114 326 65 0 NA 387 453 110 0 NA 616 1750 356 1144 NA 1080 2782 398 1256
1520460000.0 10004.0 NA 108 324 65 0 NA 387 433 111 0 NA 614 1757 356 1145 NA 677 2581 392 1271
1520460000.0 10005.0 NA 111 325 64 0 NA 387 441 111 0 NA 553 1746 371 1141 NA 774 2412 437 1305
1520460000.0 10006.0 NA 109 321 73 0 NA 383 440 110 0 NA 576 1674 287 1145 NA 833 2309 1172 1286
1520460000.0 10007.0 NA 114 297 74 0 NA 383 442 112 0 NA 597 1868 372 1154 NA 1115 3430 637 1282
1520460000.0 10008.0 NA 112 330 71 0 NA 387 444 112 0 NA 577 1732 527 1138 NA 870 2641 598 1244
1520460000.0 10009.0 NA 112 328 65 0 NA 386 451 111 0 NA 633 1771 440 1149 NA 974 2796 556 1484
1520460000.0 10023.0 NA 110 324 74 0 NA 388 446 110 0 NA 632 1734 367 1180 NA 682 3142 646 1344
1520460000.0 10024.0 NA 124 344 66 0 NA 387 460 113 0 NA 719 2008 274 1182 NA 1120 2723 494 1412
1520460000.0 10024.1 NA 131 181 0 NA NA 380 270 0 NA NA 632 795 327 NA NA 504 970 403 NA
1520460000.0 10024.2 NA 126 343 0 NA NA 387 462 0 NA NA 641 1962 1156 NA NA 598 2379 1302 NA
1520460000.0 10024.3 NA 125 172 0 NA NA 387 261 0 NA NA 620 778 294 NA NA 472 965 369 NA
1520460000.0 10024.4 NA 127 340 0 NA NA 387 462 0 NA NA 695 1993 1149 NA NA 874 3425 1334 NA
1520460000.0 10024.5 NA 126 84 0 NA NA 387 179 0 NA NA 689 460 125 NA NA 894 709 201 NA
1520460000.0 10025.0 NA 113 332 66 0 NA 379 449 111 0 NA 662 1889 373 1174 NA 1423 3553 812 1351
1520460000.0 10026.0 NA 130 354 67 0 NA 387 476 113 0 NA 723 2373 398 1201 NA 1569 4190 958 1412
1520460000.0 10042.0 NA 113 334 68 0 NA 379 450 113 0 NA 666 1801 346 1183 NA 1169 3180 362 1319
1520460000.0 10059.0 NA 121 350 76 0 NA 387 472 113 0 NA 854 2540 294 1202 NA 1296 3647 641 1413
1520460000.0 10071.0 NA 120 342 76 0 NA 379 456 112 0 NA 679 1954 267 1179 NA 944 3409 658 1308
1520460000.0 101.0 89 NA NA NA NA 154 NA NA NA NA 1112 NA NA NA NA 1507 NA NA NA NA
1520460000.0 102.0 90 NA NA NA NA 152 NA NA NA NA 920 NA NA NA NA 1333 NA NA NA NA
1520460000.0 10224.0 NA 277 517 0 NA NA 407 806 0 NA NA 2892 4452 1205 NA NA 3108 5529 1479 NA
1520460000.0 10225.0 NA 265 573 0 NA NA 404 784 0 NA NA 3029 4202 1185 NA NA 3245 5466 1419 NA
1520460000.0 103.0 44 0 0 NA NA 91 0 0 NA NA 886 278 1318 NA NA 1081 301 2049 NA NA
1520460000.0 10424.0 NA 118 342 0 NA NA 387 459 0 NA NA 801 1967 1184 NA NA 1510 3283 1370 NA
1520460000.0 105.0 99 89 25 NA NA 186 361 64 NA NA 2012 543 126 NA NA 1162 940 183 NA NA
1520460000.0 106.0 43 0 0 NA NA 90 0 0 NA NA 764 241 1332 NA NA 1043 651 1835 NA NA
1520460000.0 107.0 99 99 253 NA NA 187 368 353 NA NA 3762 580 1679 NA NA 2418 590 1975 NA NA
1520460000.0 108.0 105 93 255 NA NA 189 361 359 NA NA 4231 760 1782 NA NA 2046 950 1973 NA NA
1520460000.0 10801.0 NA 224 343 74 0 NA 484 501 124 0 NA 1430 1929 415 2111 NA 2408 4211 1316 2240
1520460000.0 10802.0 NA 226 323 76 0 NA 483 480 122 0 NA 1441 1997 539 2042 NA 2543 4334 932 2268
1520460000.0 10803.0 NA 228 326 76 0 NA 476 508 123 0 NA 1489 2168 413 2128 NA 2283 4423 623 2261
1520460000.0 10804.0 NA 223 313 74 0 NA 468 470 123 0 NA 1521 2018 410 2255 NA 2622 4171 640 2420
1520460000.0 10805.0 NA 223 357 75 0 NA 475 475 123 0 NA 1552 1866 542 2340 NA 2720 3936 672 2533
1520460000.0 10806.0 NA 223 285 73 0 NA 483 477 122 0 NA 1459 2054 502 2206 NA 2180 4459 1174 2329
1520460000.0 10807.0 NA 226 306 93 0 NA 483 482 134 0 NA 1601 2052 414 2159 NA 2996 4521 580 2477
1520460000.0 10808.0 NA 224 288 88 0 NA 484 477 133 0 NA 1496 2129 459 2327 NA 1952 4455 628 2544
1520460000.0 10809.0 NA 222 310 84 0 NA 476 482 133 0 NA 1465 2086 462 2198 NA 2044 4521 989 2338
1520460000.0 10823.0 NA 221 320 80 0 NA 477 480 122 0 NA 1469 1999 502 2343 NA 2206 4171 548 2489
1520460000.0 10824.0 NA 221 328 87 0 NA 478 487 134 0 NA 1628 2336 468 2378 NA 2015 4609 1453 2584
