Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1519513200.0 1.0 100 87 172 NA NA NA NA 185 368 292 NA NA NA NA 2123 658 1267 NA NA NA NA 1569 1053 2049 NA NA NA NA
1519513200.0 10.0 NA 128 288 0 NA NA NA NA 369 391 0 NA NA NA NA 3027 4073 642 NA NA NA NA 2640 3517 846 NA NA NA
1519513200.0 1000.0 NA 275 160 0 52 NA NA NA 379 248 0 89 NA NA NA 2630 1296 645 293 NA NA NA 1725 1517 769 342 NA NA
1519513200.0 10001.0 NA 109 317 65 0 NA NA NA 386 440 111 0 NA NA NA 940 3093 623 2324 NA NA NA 1067 3764 807 2606 NA NA
1519513200.0 10002.0 NA 111 315 68 0 NA NA NA 379 435 110 0 NA NA NA 944 3289 436 2230 NA NA NA 1231 6440 562 2817 NA NA
1519513200.0 10003.0 NA 114 320 66 0 NA NA NA 386 440 110 0 NA NA NA 975 3022 505 2196 NA NA NA 1336 3269 1169 2691 NA NA
1519513200.0 10004.0 NA 110 319 67 0 NA NA NA 379 422 110 0 NA NA NA 959 3156 568 2176 NA NA NA 1198 4469 708 2303 NA NA
1519513200.0 10005.0 NA 109 319 65 0 NA NA NA 397 444 111 0 NA NA NA 1038 3188 438 2283 NA NA NA 1419 5287 566 2805 NA NA
1519513200.0 10006.0 NA 111 314 73 0 NA NA NA 379 438 111 0 NA NA NA 962 2683 613 2298 NA NA NA 1111 2686 816 2745 NA NA
1519513200.0 10007.0 NA 112 317 65 0 NA NA NA 399 450 111 0 NA NA NA 977 3204 456 2294 NA NA NA 1193 5642 667 2530 NA NA
1519513200.0 10008.0 NA 112 319 74 0 NA NA NA 379 430 111 0 NA NA NA 993 3030 645 2318 NA NA NA 1110 3359 964 3073 NA NA
1519513200.0 10009.0 NA 113 319 65 0 NA NA NA 386 424 111 0 NA NA NA 1025 3090 512 2311 NA NA NA 1124 3989 504 2879 NA NA
1519513200.0 1001.0 NA 248 95 0 0 0 0 NA 327 145 0 0 0 0 NA 2241 411 87 82 251 132 NA 3050 746 168 136 303 180
1519513200.0 1002.0 NA 285 78 NA NA NA NA NA 374 123 NA NA NA NA NA 2920 396 NA NA NA NA NA 2132 336 NA NA NA NA
1519513200.0 10023.0 NA 112 313 64 0 NA NA NA 387 438 111 0 NA NA NA 934 3192 576 2418 NA NA NA 1237 6226 621 3473 NA NA
1519513200.0 10024.0 NA 124 333 66 0 NA NA NA 396 455 112 0 NA NA NA 1129 3621 431 2267 NA NA NA 1421 4505 520 2370 NA NA
1519513200.0 10024.1 NA 126 179 0 NA NA NA NA 389 261 0 NA NA NA NA 1039 1352 646 NA NA NA NA 710 1293 979 NA NA NA
1519513200.0 10024.2 NA 122 333 0 NA NA NA NA 397 453 0 NA NA NA NA 1100 3620 2086 NA NA NA NA 1294 4443 2181 NA NA NA
1519513200.0 10024.3 NA 124 171 0 NA NA NA NA 384 261 0 NA NA NA NA 1067 1411 546 NA NA NA NA 816 1434 617 NA NA NA
1519513200.0 10024.4 NA 122 334 0 NA NA NA NA 387 459 0 NA NA NA NA 1155 3463 2279 NA NA NA NA 1466 3414 2651 NA NA NA
1519513200.0 10024.5 NA 121 76 0 NA NA NA NA 387 172 0 NA NA NA NA 1159 640 225 NA NA NA NA 1167 927 276 NA NA NA
1519513200.0 10025.0 NA 117 326 70 0 NA NA NA 398 449 111 0 NA NA NA 1150 3250 574 2185 NA NA NA 1402 4365 595 2741 NA NA
1519513200.0 10026.0 NA 127 341 68 0 NA NA NA 387 465 113 0 NA NA NA 1107 4328 605 2376 NA NA NA 1224 6229 704 3186 NA NA
1519513200.0 1003.0 NA 244 0 NA NA NA NA NA 323 0 NA NA NA NA NA 2990 500 NA NA NA NA NA 1664 625 NA NA NA NA
1519513200.0 1004.0 NA 216 86 0 0 NA NA NA 298 126 0 0 NA NA NA 954 276 76 82 NA NA NA 2850 360 130 130 NA NA
