Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1519682400.0 1.0 91 93 169 NA NA NA NA 185 360 278 NA NA NA NA 2213 657 1133 NA NA NA NA 2175 986 1729 NA NA NA NA
1519682400.0 10.0 NA 121 287 0 NA NA NA NA 376 386 0 NA NA NA NA 2822 4121 700 NA NA NA NA 2526 4131 1840 NA NA NA
1519682400.0 1000.0 NA 294 156 0 45 NA NA NA 368 248 0 89 NA NA NA 2689 1176 580 277 NA NA NA 2733 2140 827 430 NA NA
1519682400.0 10001.0 NA 111 316 75 0 NA NA NA 386 448 111 0 NA NA NA 485 1553 262 1172 NA NA NA 668 2772 438 1330 NA NA
1519682400.0 10002.0 NA 108 319 68 0 NA NA NA 386 441 110 0 NA NA NA 575 1597 261 1085 NA NA NA 1217 2505 408 1157 NA NA
1519682400.0 10003.0 NA 105 324 66 0 NA NA NA 386 435 110 0 NA NA NA 613 1571 272 1176 NA NA NA 748 2510 803 1292 NA NA
1519682400.0 10004.0 NA 102 319 75 0 NA NA NA 386 433 110 0 NA NA NA 563 1565 488 1162 NA NA NA 1156 2702 1265 1253 NA NA
1519682400.0 10005.0 NA 108 320 74 0 NA NA NA 386 450 111 0 NA NA NA 656 1581 279 1157 NA NA NA 782 2457 896 1301 NA NA
1519682400.0 10006.0 NA 112 312 74 0 NA NA NA 386 435 110 0 NA NA NA 491 1496 516 1110 NA NA NA 578 2685 1705 1195 NA NA
1519682400.0 10007.0 NA 114 320 74 0 NA NA NA 378 442 111 0 NA NA NA 538 1581 277 1087 NA NA NA 730 2129 921 1188 NA NA
1519682400.0 10008.0 NA 113 326 67 0 NA NA NA 386 439 111 0 NA NA NA 524 1523 371 1123 NA NA NA 883 1600 412 1223 NA NA
1519682400.0 10009.0 NA 113 322 65 0 NA NA NA 378 436 111 0 NA NA NA 519 1592 446 1174 NA NA NA 603 3209 582 1413 NA NA
1519682400.0 1001.0 NA 246 93 0 0 0 0 NA 346 145 0 0 0 0 NA 1995 383 68 71 235 131 NA 2159 999 118 114 354 1639
