Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1519657200.0 1.0 105 88 175 NA NA NA NA 186 360 275 NA NA NA NA 1609 483 854 NA NA NA NA 1708 1572 1195 NA NA NA NA
1519657200.0 10.0 NA 122 291 0 NA NA NA NA 369 397 0 NA NA NA NA 2224 3241 523 NA NA NA NA 1622 2170 588 NA NA NA
1519657200.0 1000.0 NA 283 158 0 45 NA NA NA 370 249 0 89 NA NA NA 5226 2402 1416 632 NA NA NA 8297 4092 3303 774 NA NA
1519657200.0 10001.0 NA 111 324 69 0 NA NA NA 379 442 111 0 NA NA NA 593 1840 452 1267 NA NA NA 829 2677 615 1530 NA NA
1519657200.0 10002.0 NA 110 316 66 0 NA NA NA 386 432 110 0 NA NA NA 632 1776 504 1280 NA NA NA 1803 2759 676 1532 NA NA
1519657200.0 10003.0 NA 111 319 65 0 NA NA NA 386 442 110 0 NA NA NA 570 1831 315 1255 NA NA NA 761 2957 538 1503 NA NA
1519657200.0 10004.0 NA 109 320 65 0 NA NA NA 379 442 110 0 NA NA NA 566 1862 303 1249 NA NA NA 732 3255 716 1492 NA NA
1519657200.0 10005.0 NA 111 322 65 0 NA NA NA 386 436 110 0 NA NA NA 567 1767 316 1251 NA NA NA 1230 3227 735 1516 NA NA
1519657200.0 10006.0 NA 111 316 64 0 NA NA NA 386 434 111 0 NA NA NA 567 1706 338 1286 NA NA NA 751 2137 925 1533 NA NA
1519657200.0 10007.0 NA 113 318 65 0 NA NA NA 386 439 112 0 NA NA NA 599 1770 320 1276 NA NA NA 1106 3230 1077 1624 NA NA
1519657200.0 10008.0 NA 112 315 65 0 NA NA NA 386 449 112 0 NA NA NA 608 1751 417 1275 NA NA NA 957 2328 688 1538 NA NA
1519657200.0 10009.0 NA 113 319 65 0 NA NA NA 387 436 111 0 NA NA NA 621 1830 463 1256 NA NA NA 859 2218 681 1519 NA NA
1519657200.0 1001.0 NA 244 95 0 0 0 0 NA 333 141 0 0 0 0 NA 4535 826 157 162 570 255 NA 6503 1776 1358 917 1208 438
1519657200.0 1002.0 NA 277 68 NA NA NA NA NA 377 123 NA NA NA NA NA 6579 709 NA NA NA NA NA 5091 864 NA NA NA NA
1519657200.0 10023.0 NA 113 313 64 0 NA NA NA 387 438 111 0 NA NA NA 577 1717 465 1320 NA NA NA 1070 2723 813 1669 NA NA
1519657200.0 10024.0 NA 124 336 66 0 NA NA NA 387 455 113 0 NA NA NA 677 2115 411 1291 NA NA NA 816 3216 672 1557 NA NA
1519657200.0 10024.1 NA 127 181 0 NA NA NA NA 383 273 0 NA NA NA NA 776 863 362 NA NA NA NA 1027 1191 476 NA NA NA
1519657200.0 10024.2 NA 124 336 0 NA NA NA NA 379 455 0 NA NA NA NA 763 2003 1288 NA NA NA NA 1079 2122 1565 NA NA NA
1519657200.0 10024.3 NA 125 171 0 NA NA NA NA 387 268 0 NA NA NA NA 723 874 326 NA NA NA NA 853 1280 424 NA NA NA
1519657200.0 10024.4 NA 119 334 0 NA NA NA NA 387 461 0 NA NA NA NA 792 2150 1383 NA NA NA NA 1119 3094 1841 NA NA NA
1519657200.0 10024.5 NA 126 78 0 NA NA NA NA 387 170 0 NA NA NA NA 683 435 156 NA NA NA NA 939 709 499 NA NA NA
1519657200.0 10025.0 NA 116 328 66 0 NA NA NA 386 452 111 0 NA NA NA 613 1892 509 1412 NA NA NA 769 3400 949 1604 NA NA
1519657200.0 10026.0 NA 130 350 67 0 NA NA NA 387 453 113 0 NA NA NA 700 2340 460 1313 NA NA NA 1129 2994 1093 1558 NA NA
1519657200.0 1003.0 NA 249 0 NA NA NA NA NA 327 0 NA NA NA NA NA 6212 1013 NA NA NA NA NA 5001 1309 NA NA NA NA
1519657200.0 1004.0 NA 214 84 0 0 NA NA NA 314 127 0 0 NA NA NA 1901 552 142 159 NA NA NA 4712 1940 324 462 NA NA
1519657200.0 10042.0 NA 115 325 75 0 NA NA NA 379 453 112 0 NA NA NA 651 1791 451 1267 NA NA NA 995 2283 569 1510 NA NA
1519657200.0 10059.0 NA 127 344 66 0 NA NA NA 386 467 112 0 NA NA NA 796 2561 504 1319 NA NA NA 2047 3178 961 1697 NA NA
1519657200.0 10071.0 NA 121 335 66 0 NA NA NA 387 452 111 0 NA NA NA 653 2118 319 1372 NA NA NA 819 2777 543 1668 NA NA
1519657200.0 101.0 83 NA NA NA NA NA NA 154 NA NA NA NA NA NA 1599 NA NA NA NA NA NA 1999 NA NA NA NA NA NA
1519657200.0 1010.0 NA 26 36 0 NA NA NA NA 72 85 0 NA NA NA NA 237 340 334 NA NA NA NA 1222 1557 794 NA NA NA
1519657200.0 102.0 83 NA NA NA NA NA NA 152 NA NA NA NA NA NA 1124 NA NA NA NA NA NA 1488 NA NA NA NA NA NA
1519657200.0 1020.0 NA 37 NA NA NA NA NA NA 112 NA NA NA NA NA NA 499 NA NA NA NA NA NA 834 NA NA NA NA NA
1519657200.0 10224.0 NA 270 541 0 NA NA NA NA 412 806 0 NA NA NA NA 2935 4373 1321 NA NA NA NA 3151 4849 1639 NA NA NA
1519657200.0 10225.0 NA 269 541 0 NA NA NA NA 422 768 0 NA NA NA NA 2898 4205 1143 NA NA NA NA 3157 4311 1207 NA NA NA
1519657200.0 103.0 43 0 0 NA NA NA NA 91 0 0 NA NA NA NA 1237 342 1800 NA NA NA NA 1272 566 2467 NA NA NA NA
1519657200.0 1030.0 NA 171 46 0 NA NA NA NA 302 84 0 NA NA NA NA 15377 563 147 NA NA NA NA 10020 573 384 NA NA NA
1519657200.0 10424.0 NA 121 328 0 NA NA NA NA 387 457 0 NA NA NA NA 865 2764 1754 NA NA NA NA 1234 5036 2090 NA NA NA
1519657200.0 105.0 98 89 25 NA NA NA NA 186 368 64 NA NA NA NA 3505 778 185 NA NA NA NA 2510 776 333 NA NA NA NA
1519657200.0 106.0 43 0 0 NA NA NA NA 90 0 0 NA NA NA NA 1181 389 1811 NA NA NA NA 1502 639 2619 NA NA NA NA
1519657200.0 107.0 97 94 262 NA NA NA NA 187 361 358 NA NA NA NA 7425 772 2158 NA NA NA NA 4709 1151 2401 NA NA NA NA
1519657200.0 108.0 105 96 269 NA NA NA NA 189 369 359 NA NA NA NA 9263 769 2270 NA NA NA NA 5271 1277 2891 NA NA NA NA
1519657200.0 10801.0 NA 222 345 73 0 NA NA NA 478 465 123 0 NA NA NA 2134 2790 726 3243 NA NA NA 3734 6065 1952 4052 NA NA
1519657200.0 10802.0 NA 221 348 74 0 NA NA NA 477 467 124 0 NA NA NA 2132 2826 685 3180 NA NA NA 3541 6081 1646 5031 NA NA
1519657200.0 10803.0 NA 229 352 73 0 NA NA NA 469 480 124 0 NA NA NA 2159 2905 643 3174 NA NA NA 3567 6063 1493 3948 NA NA
1519657200.0 10804.0 NA 221 347 76 0 NA NA NA 470 501 123 0 NA NA NA 2165 2789 732 2982 NA NA NA 3725 5875 1359 3427 NA NA
1519657200.0 10805.0 NA 223 347 72 0 NA NA NA 479 470 123 0 NA NA NA 2121 2798 634 3053 NA NA NA 3480 5781 1456 3491 NA NA
1519657200.0 10806.0 NA 222 350 75 0 NA NA NA 478 468 122 0 NA NA NA 2110 2760 798 2915 NA NA NA 3484 5894 1815 3322 NA NA
1519657200.0 10807.0 NA 222 345 84 0 NA NA NA 463 477 133 0 NA NA NA 2204 2856 641 3237 NA NA NA 3711 5881 1236 4729 NA NA
1519657200.0 10808.0 NA 224 351 85 0 NA NA NA 470 501 132 0 NA NA NA 2210 2891 670 3001 NA NA NA 3671 6038 1613 3411 NA NA
1519657200.0 10809.0 NA 223 355 84 0 NA NA NA 471 484 133 0 NA NA NA 2212 2933 678 2911 NA NA NA 3626 6106 1653 3274 NA NA
1519657200.0 10823.0 NA 222 351 74 0 NA NA NA 477 475 122 0 NA NA NA 2124 2825 795 2838 NA NA NA 3606 6089 1755 3193 NA NA
1519657200.0 10824.0 NA 244 364 86 0 NA NA NA 473 516 134 0 NA NA NA 2350 3194 673 2894 NA NA NA 3782 6345 1783 3279 NA NA
1519657200.0 10824.1 NA 240 188 0 NA NA NA NA 469 271 0 NA NA NA NA 2264 1215 469 NA NA NA NA 3538 1676 572 NA NA NA
1519657200.0 10824.5 NA 239 87 0 NA NA NA NA 470 181 0 NA NA NA NA 2228 654 196 NA NA NA NA 3895 1249 419 NA NA NA
1519657200.0 10824.6 NA 245 359 86 0 NA NA NA 468 486 135 0 NA NA NA 2364 3176 684 3241 NA NA NA 3833 6169 1527 4060 NA NA
1519657200.0 10825.0 NA 231 358 74 0 NA NA NA 476 493 123 0 NA NA NA 2220 2912 1247 3218 NA NA NA 3740 6254 1991 5050 NA NA
1519657200.0 10826.0 NA 250 368 85 0 NA NA NA 477 524 133 0 NA NA NA 2449 3491 646 3236 NA NA NA 3817 6309 1501 4092 NA NA
1519657200.0 10842.0 NA 233 357 84 0 NA NA NA 476 473 133 0 NA NA NA 2270 3040 680 2880 NA NA NA 3630 6427 1815 3288 NA NA
1519657200.0 10859.0 NA 256 375 85 0 NA NA NA 469 500 133 0 NA NA NA 2604 5108 1446 3135 NA NA NA 3829 7191 2023 3844 NA NA
1519657200.0 10871.0 NA 247 366 85 0 NA NA NA 476 520 134 0 NA NA NA 2376 3305 687 2996 NA NA NA 3769 6099 1802 3574 NA NA
1519657200.0 109.0 105 95 265 NA NA NA NA 191 368 385 NA NA NA NA 10463 763 2359 NA NA NA NA 6620 985 2952 NA NA NA NA
1519657200.0 11.0 NA 109 270 0 58 NA NA NA 369 368 0 101 NA NA NA 1778 1338 512 195 NA NA NA 918 1355 572 357 NA NA
1519657200.0 110.0 65 88 256 NA NA NA NA 132 360 372 NA NA NA NA 1530 700 2069 NA NA NA NA 1286 1171 2901 NA NA NA NA
1519657200.0 1102.0 NA 122 288 130 81 NA NA NA 369 395 211 163 NA NA NA 5263 8795 3604 630 NA NA NA 2871 6627 2157 746 NA NA
1519657200.0 11024.0 NA 480 729 0 NA NA NA NA 686 996 0 NA NA NA NA 8169 8244 3075 NA NA NA NA 6397 7277 3612 NA NA NA
1519657200.0 11024.6 NA 484 716 0 NA NA NA NA 666 1038 0 NA NA NA NA 8270 7888 3040 NA NA NA NA 6545 5743 3421 NA NA NA
1519657200.0 11025.0 NA 481 695 0 NA NA NA NA 658 970 0 NA NA NA NA 8154 7593 2993 NA NA NA NA 6575 5232 3430 NA NA NA
1519657200.0 111.0 89 92 266 NA NA NA NA 175 368 355 NA NA NA NA 3541 601 1975 NA NA NA NA 2921 886 2438 NA NA NA NA
1519657200.0 112.0 97 92 259 NA NA NA NA 192 369 367 NA NA NA NA 6977 732 2172 NA NA NA NA 4260 1126 2826 NA NA NA NA
1519657200.0 11224.0 NA 240 362 0 NA NA NA NA 470 494 0 NA NA NA NA 2208 3181 3200 NA NA NA NA 3702 5368 3849 NA NA NA
1519657200.0 11224.6 NA 241 365 0 NA NA NA NA 468 491 0 NA NA NA NA 2222 3205 3205 NA NA NA NA 3618 5705 4173 NA NA NA
1519657200.0 113.0 99 91 255 NA NA NA NA 190 369 363 NA NA NA NA 7294 709 2221 NA NA NA NA 4759 1089 2986 NA NA NA NA
1519657200.0 114.0 95 92 262 NA NA NA NA 190 379 366 NA NA NA NA 7896 742 2241 NA NA NA NA 4952 974 2807 NA NA NA NA
