Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1519941600.0 1.0 100 90 176 NA NA NA NA NA 185 360 267 NA NA NA NA NA 2455 727 1243 NA NA NA NA NA 2543 1990 2387 NA NA NA NA NA
1519941600.0 10.0 NA 134 287 0 NA NA NA NA NA 369 403 0 NA NA NA NA NA 2929 4152 630 NA NA NA NA NA 1926 3769 810 NA NA NA NA
1519941600.0 1000.0 NA 268 159 0 53 NA NA NA NA 365 251 0 89 NA NA NA NA 2872 1223 605 285 NA NA NA NA 3784 1764 948 767 NA NA NA
1519941600.0 10001.0 NA 110 242 74 0 NA NA NA NA 379 473 111 0 NA NA NA NA 611 2337 290 1334 NA NA NA NA 638 4119 572 1484 NA NA NA
1519941600.0 10002.0 NA 111 322 65 0 NA NA NA NA 379 448 110 0 NA NA NA NA 631 1976 302 1402 NA NA NA NA 999 3245 796 1597 NA NA NA
1519941600.0 10003.0 NA 107 327 75 0 NA NA NA NA 386 446 111 0 NA NA NA NA 695 2145 284 1341 NA NA NA NA 981 4504 484 1537 NA NA NA
1519941600.0 10004.0 NA 103 310 74 0 NA NA NA NA 379 447 111 0 NA NA NA NA 788 1998 360 1336 NA NA NA NA 1958 3460 450 1579 NA NA NA
1519941600.0 10005.0 NA 111 322 65 0 NA NA NA NA 386 450 110 0 NA NA NA NA 676 2026 284 1402 NA NA NA NA 1756 4133 494 1599 NA NA NA
1519941600.0 10006.0 NA 109 208 65 0 NA NA NA NA 386 444 111 0 NA NA NA NA 620 2421 581 1391 NA NA NA NA 787 4420 944 1602 NA NA NA
1519941600.0 10007.0 NA 113 321 65 0 NA NA NA NA 379 448 111 0 NA NA NA NA 681 2210 360 1347 NA NA NA NA 995 3921 2545 1496 NA NA NA
1519941600.0 10008.0 NA 107 316 74 0 NA NA NA NA 386 458 112 0 NA NA NA NA 845 2180 362 1355 NA NA NA NA 1345 5067 485 1527 NA NA NA
1519941600.0 10009.0 NA 106 211 67 0 NA NA NA NA 386 451 111 0 NA NA NA NA 883 2493 331 1377 NA NA NA NA 1940 4903 1797 1744 NA NA NA
1519941600.0 1001.0 NA 238 107 0 0 0 0 0 NA 316 160 0 0 0 0 0 NA 2304 660 67 108 241 120 266 NA 3650 1249 211 255 409 178 1073
1519941600.0 1002.0 NA 277 77 NA NA NA NA NA NA 384 122 NA NA NA NA NA NA 2834 376 NA NA NA NA NA NA 2653 289 NA NA NA NA NA
1519941600.0 10023.0 NA 113 318 65 0 NA NA NA NA 387 443 111 0 NA NA NA NA 621 2047 556 1335 NA NA NA NA 989 3070 1330 1609 NA NA NA
1519941600.0 10024.0 NA 124 319 74 0 NA NA NA NA 379 465 113 0 NA NA NA NA 910 2351 296 1382 NA NA NA NA 1593 3711 511 1539 NA NA NA
1519941600.0 10024.1 NA 132 180 0 NA NA NA NA NA 387 275 0 NA NA NA NA NA 687 901 359 NA NA NA NA NA 867 1106 487 NA NA NA NA
1519941600.0 10024.2 NA 127 337 0 NA NA NA NA NA 387 462 0 NA NA NA NA NA 733 2343 1372 NA NA NA NA NA 690 3048 1527 NA NA NA NA
1519941600.0 10024.3 NA 123 170 0 NA NA NA NA NA 379 264 0 NA NA NA NA NA 679 932 301 NA NA NA NA NA 540 1133 409 NA NA NA NA
1519941600.0 10024.4 NA 124 341 0 NA NA NA NA NA 387 456 0 NA NA NA NA NA 706 2349 1405 NA NA NA NA NA 1090 4424 1905 NA NA NA NA
1519941600.0 10024.5 NA 124 77 0 NA NA NA NA NA 387 165 0 NA NA NA NA NA 750 432 147 NA NA NA NA NA 716 583 250 NA NA NA NA
1519941600.0 10025.0 NA 116 330 75 0 NA NA NA NA 386 452 111 0 NA NA NA NA 671 2077 389 1377 NA NA NA NA 961 3278 421 1668 NA NA NA
1519941600.0 10026.0 NA 130 346 66 0 NA NA NA NA 387 468 113 0 NA NA NA NA 809 2612 452 1380 NA NA NA NA 1009 3662 985 1720 NA NA NA
1519941600.0 1003.0 NA 237 0 NA NA NA NA NA NA 326 0 NA NA NA NA NA NA 2675 453 NA NA NA NA NA NA 1531 602 NA NA NA NA NA
1519941600.0 1004.0 NA 209 89 0 0 0 0 NA NA 290 140 0 0 0 0 NA NA 886 368 68 104 236 247 NA NA 2867 1240 199 328 347 382 NA
1519941600.0 10042.0 NA 114 247 72 0 NA NA NA NA 387 450 112 0 NA NA NA NA 796 2502 424 1382 NA NA NA NA 1258 4496 473 1623 NA NA NA
1519941600.0 10059.0 NA 126 326 76 0 NA NA NA NA 387 472 112 0 NA NA NA NA 862 2946 399 1367 NA NA NA NA 1090 3927 455 1645 NA NA NA
1519941600.0 10071.0 NA 123 212 67 0 NA NA NA NA 387 453 111 0 NA NA NA NA 757 2696 311 1419 NA NA NA NA 682 4842 1556 1625 NA NA NA
1519941600.0 101.0 83 NA NA NA NA NA NA NA 154 NA NA NA NA NA NA NA 954 NA NA NA NA NA NA NA 1077 NA NA NA NA NA NA NA
1519941600.0 1010.0 NA 23 42 0 NA NA NA NA NA 72 85 0 NA NA NA NA NA 117 167 120 NA NA NA NA NA 418 686 259 NA NA NA NA
1519941600.0 102.0 83 NA NA NA NA NA NA NA 152 NA NA NA NA NA NA NA 772 NA NA NA NA NA NA NA 930 NA NA NA NA NA NA NA
1519941600.0 1020.0 NA 46 NA NA NA NA NA NA NA 108 NA NA NA NA NA NA NA 226 NA NA NA NA NA NA NA 403 NA NA NA NA NA NA
1519941600.0 10224.0 NA 289 581 0 NA NA NA NA NA 414 810 0 NA NA NA NA NA 3387 5640 1468 NA NA NA NA NA 3259 9252 1680 NA NA NA NA
1519941600.0 10225.0 NA 291 575 0 NA NA NA NA NA 407 824 0 NA NA NA NA NA 3414 4543 1451 NA NA NA NA NA 3227 4208 1603 NA NA NA NA
1519941600.0 103.0 44 0 0 NA NA NA NA NA 92 0 0 NA NA NA NA NA 905 215 1190 NA NA NA NA NA 1071 298 1365 NA NA NA NA NA
1519941600.0 1030.0 NA 167 44 0 NA NA NA NA NA 307 85 0 NA NA NA NA NA 7685 237 65 NA NA NA NA NA 4174 431 411 NA NA NA NA
1519941600.0 10424.0 NA 122 337 0 NA NA NA NA NA 379 465 0 NA NA NA NA NA 599 1781 1213 NA NA NA NA NA 1184 3447 1649 NA NA NA NA
1519941600.0 105.0 97 90 30 NA NA NA NA NA 186 368 64 NA NA NA NA NA 1676 458 116 NA NA NA NA NA 1083 425 212 NA NA NA NA NA
1519941600.0 106.0 44 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 627 240 1254 NA NA NA NA NA 782 611 2164 NA NA NA NA NA
