Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1520546400.0 1.0 61 71 157 NA NA NA NA NA 183 223 346 NA NA NA NA NA 2114 538 1385 NA NA NA NA NA 2930 1109 2287 NA NA NA NA NA
1520546400.0 10.0 NA 104 233 0 NA NA NA NA NA 243 458 0 NA NA NA NA NA 2765 4055 727 NA NA NA NA NA 4154 4606 839 NA NA NA NA
1520546400.0 1000.0 NA 237 154 0 49 NA NA NA NA 461 330 0 147 NA NA NA NA 2439 1126 553 261 NA NA NA NA 2851 1680 2747 462 NA NA NA
1520546400.0 10001.0 NA 91 295 64 0 NA NA NA NA 242 544 181 0 NA NA NA NA 768 2950 469 2293 NA NA NA NA 3527 5505 931 2552 NA NA NA
1520546400.0 10002.0 NA 92 295 64 0 NA NA NA NA 242 544 181 0 NA NA NA NA 756 2941 468 2144 NA NA NA NA 3306 4690 830 2321 NA NA NA
1520546400.0 10003.0 NA 94 296 64 0 NA NA NA NA 242 544 181 0 NA NA NA NA 781 3063 484 2191 NA NA NA NA 3726 6150 1191 2459 NA NA NA
1520546400.0 10004.0 NA 90 291 64 0 NA NA NA NA 242 544 181 0 NA NA NA NA 757 2944 486 2186 NA NA NA NA 3643 5823 1195 2378 NA NA NA
1520546400.0 10005.0 NA 90 296 64 0 NA NA NA NA 242 544 181 0 NA NA NA NA 758 2984 487 2229 NA NA NA NA 3602 6125 1236 2438 NA NA NA
1520546400.0 10006.0 NA 93 293 64 0 NA NA NA NA 242 544 181 0 NA NA NA NA 769 2947 482 2242 NA NA NA NA 3458 5692 1166 2458 NA NA NA
1520546400.0 10007.0 NA 93 291 66 0 NA NA NA NA 242 544 182 0 NA NA NA NA 801 3042 486 2215 NA NA NA NA 3689 5896 1202 2415 NA NA NA
1520546400.0 10008.0 NA 93 297 64 0 NA NA NA NA 242 544 182 0 NA NA NA NA 791 3031 465 2260 NA NA NA NA 3611 4878 828 2426 NA NA NA
1520546400.0 10009.0 NA 93 297 65 0 NA NA NA NA 242 544 182 0 NA NA NA NA 803 3071 466 2189 NA NA NA NA 3754 4987 793 2398 NA NA NA
1520546400.0 1001.0 NA 222 120 0 0 0 0 0 NA 405 227 0 0 0 0 0 NA 1925 488 67 97 220 109 266 NA 2223 636 2984 142 402 154 3532
1520546400.0 1002.0 NA 237 73 NA NA NA NA NA NA 448 160 NA NA NA NA NA NA 2513 337 NA NA NA NA NA NA 2807 386 NA NA NA NA NA
1520546400.0 10023.0 NA 92 294 64 0 NA NA NA NA 242 544 181 0 NA NA NA NA 772 2945 489 2174 NA NA NA NA 3506 5779 1225 2358 NA NA NA
1520546400.0 10024.0 NA 98 298 65 0 NA NA NA NA 242 545 182 0 NA NA NA NA 919 3251 441 1967 NA NA NA NA 3966 3617 557 2076 NA NA NA
1520546400.0 10024.1 NA 99 162 0 NA NA NA NA NA 242 325 0 NA NA NA NA NA 887 1409 651 NA NA NA NA NA 2499 2348 903 NA NA NA NA
